DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1987-07-25,   251.00,  249.57,    103477.,  -865.,       0,   -436.0,    207.0,    83.0,   -146.0,
1987-07-26,   251.00,  249.52,    102937.,  -540.,       0,   -272.0,    207.0,    76.0,     11.0,
1987-07-27,   251.00,  249.41,    101747., -1190.,       0,   -600.0,    206.0,    83.0,   -311.0,
1987-07-28,   251.00,  249.35,    101099.,  -648.,       0,   -327.0,    206.0,    81.0,    -40.0,
1987-07-29,   251.00,  249.46,    102288.,  1189.,   599.0,        0,    206.0,    71.0,    876.0,
1987-07-30,   251.00,  249.37,    101315.,  -973.,       0,   -491.0,    206.0,    74.0,   -211.0,
1987-07-31,   251.00,  249.37,    101315.,     0.,     0.0,        0,    206.0,    78.0,    284.0,
1987-08-01,   251.00,  249.34,    100990.,  -325.,       0,   -164.0,    206.0,    73.0,    115.0,
1987-08-02,   251.00,  249.25,    100017.,  -973.,       0,   -491.0,    206.0,    67.0,   -218.0,
1987-08-03,   251.00,  249.19,     99368.,  -649.,       0,   -327.0,    187.0,    83.0,    -57.0,
1987-08-04,   251.00,  249.17,     99152.,  -216.,       0,   -109.0,    177.0,    78.0,    146.0,
1987-08-05,   251.00,  249.11,     98503.,  -649.,       0,   -327.0,    177.0,    74.0,    -76.0,
1987-08-06,   251.00,  249.03,     97638.,  -865.,       0,   -436.0,    177.0,    77.0,   -182.0,
1987-08-07,   251.00,  248.99,     97218.,  -420.,       0,   -212.0,    177.0,    77.0,     42.0,
1987-08-08,   251.00,  248.93,     96645.,  -573.,       0,   -289.0,    177.0,    70.0,    -42.0,
1987-08-09,   251.00,  248.86,     95976.,  -669.,       0,   -337.0,    177.0,    57.0,   -103.0,
1987-08-10,   251.00,  248.84,     95785.,  -191.,       0,    -96.0,    177.0,    57.0,    138.0,
1987-08-11,   251.00,  248.74,     94830.,  -955.,       0,   -481.0,    177.0,    41.0,   -263.0,
1987-08-12,   251.00,  248.68,     94256.,  -574.,       0,   -289.0,    176.0,    71.0,    -42.0,
1987-08-13,   251.00,  248.59,     93396.,  -860.,       0,   -434.0,    176.0,    54.0,   -204.0,
1987-08-14,   251.00,  248.54,     92919.,  -477.,       0,   -240.0,    194.0,    59.0,     13.0,
1987-08-15,   251.00,  248.50,     92537.,  -382.,       0,   -193.0,    204.0,    72.0,     83.0,
1987-08-16,   251.00,  248.43,     91868.,  -669.,       0,   -337.0,    204.0,    52.0,    -81.0,
1987-08-17,   251.00,  248.37,     91294.,  -574.,       0,   -289.0,    204.0,    36.0,    -49.0,
1987-08-18,   251.00,  248.32,     90817.,  -477.,       0,   -240.0,    186.0,    55.0,      1.0,
1987-08-19,   251.00,  248.28,     90434.,  -383.,       0,   -193.0,    176.0,    61.0,     44.0,
1987-08-20,   251.00,  248.20,     89670.,  -764.,       0,   -385.0,    175.0,    45.0,   -165.0,
1987-08-21,   251.00,  248.13,     89001.,  -669.,       0,   -337.0,    175.0,    64.0,    -98.0,
1987-08-22,   251.00,  248.08,     88523.,  -478.,       0,   -241.0,    175.0,    80.0,     14.0,
1987-08-23,   251.00,  248.02,     87950.,  -573.,       0,   -289.0,    175.0,    53.0,    -61.0,
1987-08-24,   251.00,  247.94,     87231.,  -719.,       0,   -362.0,    175.0,    47.0,   -140.0,
1987-08-25,   251.00,  247.87,     86616.,  -615.,       0,   -310.0,    175.0,    60.0,    -75.0,
1987-08-26,   251.00,  247.81,     86088.,  -528.,       0,   -266.0,    175.0,    58.0,    -33.0,
1987-08-27,   251.00,  247.77,     85736.,  -352.,       0,   -177.0,    189.0,    56.0,     68.0,
1987-08-28,   251.00,  247.70,     85121.,  -615.,       0,   -310.0,    203.0,    50.0,    -57.0,
1987-08-29,   251.00,  247.65,     84681.,  -440.,       0,   -222.0,    203.0,    84.0,     65.0,
1987-08-30,   251.00,  247.51,     83450., -1231.,       0,   -621.0,    202.0,    76.0,   -343.0,
1987-08-31,   251.00,  247.56,     83890.,   440.,   222.0,        0,    202.0,    49.0,    473.0,
1987-09-01,   251.00,  247.53,     83626.,  -264.,       0,   -133.0,    151.0,    58.0,     76.0,
1987-09-02,   251.00,  247.47,     83098.,  -528.,       0,   -266.0,    130.0,    46.0,    -90.0,
1987-09-03,   251.00,  247.41,     82571.,  -527.,       0,   -266.0,    147.0,    61.0,    -58.0,
1987-09-04,   251.00,  247.36,     82131.,  -440.,       0,   -222.0,    146.0,    60.0,    -16.0,
1987-09-05,   251.00,  247.35,     82043.,   -88.,       0,    -44.0,    146.0,    57.0,    159.0,
1987-09-06,   251.00,  247.42,     82658.,   615.,   310.0,        0,    146.0,    40.0,    496.0,
1987-09-07,   251.00,  247.53,     83626.,   968.,   488.0,        0,    147.0,    40.0,    675.0,
1987-09-08,   251.00,  247.94,     87231.,  3605.,  1818.0,        0,    147.0,    61.0,   2026.0,
1987-09-09,   251.00,  248.02,     87950.,   719.,   362.0,        0,    147.0,    60.0,    569.0,
1987-09-10,   251.00,  248.02,     87950.,     0.,     0.0,        0,    147.0,    42.0,    189.0,
1987-09-11,   251.00,  248.02,     87950.,     0.,     0.0,        0,    147.0,    60.0,    207.0,
1987-09-12,   251.00,  248.19,     89574.,  1624.,   819.0,        0,    147.0,    42.0,   1008.0,
1987-09-13,   251.00,  248.30,     90626.,  1052.,   530.0,        0,    148.0,    46.0,    724.0,
1987-09-14,   251.00,  248.28,     90434.,  -192.,       0,    -97.0,    148.0,    54.0,    105.0,
1987-09-15,   251.00,  248.23,     89957.,  -477.,       0,   -240.0,    148.0,    50.0,    -42.0,
1987-09-16,   251.00,  248.17,     89383.,  -574.,       0,   -289.0,    148.0,    51.0,    -90.0,
1987-09-17,   251.00,  248.14,     89097.,  -286.,       0,   -144.0,    148.0,    47.0,     51.0,
1987-09-18,   251.00,  248.11,     88810.,  -287.,       0,   -145.0,    148.0,    47.0,     50.0,
1987-09-19,   251.00,  248.05,     88237.,  -573.,       0,   -289.0,    147.0,    51.0,    -91.0,
1987-09-20,   251.00,  248.01,     87855.,  -382.,       0,   -193.0,    147.0,    42.0,     -4.0,
1987-09-21,   251.00,  247.98,     87583.,  -272.,       0,   -137.0,    147.0,    39.0,     49.0,
1987-09-22,   251.00,  247.95,     87319.,  -264.,       0,   -133.0,    147.0,    55.0,     69.0,
1987-09-23,   251.00,  247.87,     86616.,  -703.,       0,   -354.0,    147.0,    56.0,   -151.0,
1987-09-24,   251.00,  247.81,     86088.,  -528.,       0,   -266.0,    147.0,    56.0,    -63.0,
1987-09-25,   251.00,  247.74,     85473.,  -615.,       0,   -310.0,    147.0,    56.0,   -107.0,
1987-09-26,   251.00,  247.69,     85033.,  -440.,       0,   -222.0,    147.0,    63.0,    -12.0,
1987-09-27,   251.00,  247.63,     84505.,  -528.,       0,   -266.0,    147.0,    62.0,    -57.0,
1987-09-28,   251.00,  247.57,     83978.,  -527.,       0,   -266.0,    181.0,    54.0,    -31.0,
1987-09-29,   251.00,  247.49,     83274.,  -704.,       0,   -355.0,    202.0,    36.0,   -117.0,
1987-09-30,   251.00,  247.51,     83450.,   176.,    89.0,        0,    167.0,    53.0,    309.0,
1987-10-01,   250.97,  247.44,     82834.,  -616.,       0,   -311.0,    147.0,    48.0,   -116.0,
1987-10-02,   250.94,  247.35,     82043.,  -791.,       0,   -399.0,    146.0,    48.0,   -205.0,
1987-10-03,   250.91,  247.31,     81691.,  -352.,       0,   -177.0,    146.0,    43.0,     12.0,
1987-10-04,   250.88,  247.24,     81076.,  -615.,       0,   -310.0,    146.0,    52.0,   -112.0,
1987-10-05,   250.85,  247.18,     80548.,  -528.,       0,   -266.0,    146.0,    36.0,    -84.0,
1987-10-06,   250.82,  247.26,     81251.,   703.,   354.0,        0,    146.0,    44.0,    544.0,
1987-10-07,   250.79,  247.18,     80548.,  -703.,       0,   -354.0,    146.0,    51.0,   -157.0,
1987-10-08,   250.76,  247.11,     79932.,  -616.,       0,   -311.0,    146.0,    50.0,   -115.0,
1987-10-09,   250.73,  247.04,     79317.,  -615.,       0,   -310.0,    146.0,    50.0,   -114.0,
1987-10-10,   250.70,  246.90,     78164., -1153.,       0,   -581.0,    146.0,    69.0,   -366.0,
1987-10-11,   250.67,  246.95,     78564.,   400.,   202.0,        0,    146.0,    49.0,    397.0,
1987-10-12,   250.64,  246.88,     78004.,  -560.,       0,   -282.0,    146.0,    49.0,    -87.0,
1987-10-13,   250.61,  246.81,     77443.,  -561.,       0,   -283.0,    146.0,    51.0,    -86.0,
1987-10-14,   250.58,  246.74,     76882.,  -561.,       0,   -283.0,    145.0,    49.0,    -89.0,
1987-10-15,   250.55,  246.68,     76401.,  -481.,       0,   -243.0,    145.0,    51.0,    -47.0,
1987-10-16,   250.52,  246.63,     76001.,  -400.,       0,   -202.0,    145.0,    51.0,     -6.0,
1987-10-17,   250.49,  246.58,     75600.,  -401.,       0,   -202.0,    145.0,    69.0,     12.0,
1987-10-18,   250.47,  246.52,     75119.,  -481.,       0,   -243.0,    145.0,    53.0,    -45.0,
1987-10-19,   250.44,  246.45,     74558.,  -561.,       0,   -283.0,    145.0,    42.0,    -96.0,
1987-10-20,   250.41,  246.40,     74158.,  -400.,       0,   -202.0,    159.0,    44.0,      1.0,
1987-10-21,   250.38,  246.39,     74078.,   -80.,       0,    -40.0,    145.0,    50.0,    155.0,
1987-10-22,   250.35,  246.27,     73116.,  -962.,       0,   -485.0,    145.0,    47.0,   -293.0,
1987-10-23,   250.32,  246.23,     72796.,  -320.,       0,   -161.0,    145.0,    48.0,     32.0,
1987-10-24,   250.30,  246.16,     72235.,  -561.,       0,   -283.0,    145.0,    69.0,    -69.0,
1987-10-25,   250.27,  246.10,     71754.,  -481.,       0,   -233.0,    144.0,    59.0,    -30.0,
1987-10-26,   250.24,  246.03,     71193.,  -561.,       0,   -283.0,    144.0,    44.0,    -95.0,
1987-10-27,   250.21,  246.13,     71995.,   802.,   404.0,        0,    144.0,    46.0,    594.0,
1987-10-28,   250.18,  246.16,     72235.,   240.,   121.0,        0,    128.0,    46.0,    295.0,
1987-10-29,   250.16,  246.11,     71834.,  -401.,       0,   -202.0,    118.0,    40.0,    -44.0,
1987-10-30,   250.13,  246.07,     71514.,  -320.,       0,   -161.0,    118.0,    44.0,      1.0,
1987-10-31,   250.10,  246.04,     71273.,  -241.,       0,   -122.0,    107.0,    52.0,     37.0,
1987-11-01,   250.10,  246.01,     71033.,  -240.,       0,   -121.0,     92.0,    44.0,     15.0,
1987-11-02,   250.10,  245.97,     70733.,  -300.,       0,   -151.0,     92.0,    39.0,    -20.0,
1987-11-03,   250.10,  245.94,     70513.,  -220.,       0,   -111.0,     92.0,    42.0,     23.0,
1987-11-04,   250.10,  245.91,     70292.,  -221.,       0,   -111.0,     92.0,    44.0,     25.0,
1987-11-05,   250.10,  245.92,     70366.,    74.,    37.0,        0,     92.0,    38.0,    167.0,
1987-11-06,   250.10,  245.82,     69632.,  -734.,       0,   -370.0,     92.0,    46.0,   -232.0,
1987-11-07,   250.10,  245.76,     69192.,  -440.,       0,   -222.0,     92.0,    74.0,    -56.0,
1987-11-08,   250.10,  245.72,     68898.,  -294.,       0,   -148.0,     92.0,    54.0,     -2.0,
1987-11-09,   250.10,  245.68,     68605.,  -293.,       0,   -148.0,     92.0,    45.0,    -11.0,
1987-11-10,   250.10,  245.72,     68898.,   293.,   148.0,        0,     92.0,    46.0,    286.0,
1987-11-11,   250.10,  245.68,     68605.,  -293.,       0,   -148.0,     92.0,    41.0,    -15.0,
1987-11-12,   250.10,  245.65,     68384.,  -221.,       0,   -111.0,     79.0,    43.0,     11.0,
1987-11-13,   250.10,  245.61,     68091.,  -293.,       0,   -148.0,     58.0,    46.0,    -44.0,
1987-11-14,   250.10,  245.59,     67944.,  -147.,       0,    -74.0,     58.0,    46.0,     30.0,
1987-11-15,   250.10,  245.56,     67724.,  -220.,       0,   -111.0,     58.0,    53.0,      0.0,
1987-11-16,   250.10,  245.54,     67577.,  -147.,       0,    -74.0,     58.0,    23.0,      7.0,
1987-11-17,   250.10,  245.56,     67724.,   147.,    74.0,        0,     58.0,    44.0,    176.0,
1987-11-18,   250.10,  245.53,     67504.,  -220.,       0,   -111.0,     58.0,    53.0,      0.0,
1987-11-19,   250.10,  245.51,     67357.,  -147.,       0,    -74.0,     58.0,    52.0,     36.0,
1987-11-20,   250.10,  245.52,     67430.,    73.,    37.0,        0,     58.0,    51.0,    146.0,
1987-11-21,   250.10,  245.45,     66917.,  -513.,       0,   -259.0,     58.0,    66.0,   -135.0,
1987-11-22,   250.10,  245.40,     66550.,  -367.,       0,   -185.0,     58.0,    48.0,    -79.0,
1987-11-23,   250.10,  245.38,     66403.,  -147.,       0,    -74.0,     58.0,    23.0,      7.0,
1987-11-24,   250.10,  245.37,     66329.,   -74.,       0,    -37.0,     58.0,    33.0,     54.0,
1987-11-25,   250.10,  245.34,     66109.,  -220.,       0,   -111.0,     58.0,    69.0,     16.0,
1987-11-26,   250.10,  245.34,     66109.,     0.,     0.0,        0,     58.0,    47.0,    105.0,
1987-11-27,   250.10,  245.40,     66550.,   441.,   222.0,        0,     58.0,    29.0,    309.0,
1987-11-28,   250.10,  245.50,     67284.,   734.,   370.0,        0,     58.0,    59.0,    487.0,
1987-11-29,   250.10,  245.62,     68164.,   880.,   444.0,        0,     58.0,    31.0,    533.0,
1987-11-30,   250.10,  245.74,     69045.,   881.,   444.0,        0,     58.0,    23.0,    525.0,
1987-12-01,   250.10,  245.71,     68825.,  -220.,       0,   -111.0,     58.0,    48.0,     -5.0,
1987-12-02,   250.10,  245.69,     68678.,  -147.,       0,    -74.0,     58.0,    60.0,     44.0,
1987-12-03,   250.10,  245.68,     68605.,   -73.,       0,    -37.0,     58.0,    29.0,     50.0,
1987-12-04,   250.10,  245.69,     68678.,    73.,    37.0,        0,     58.0,    46.0,    141.0,
1987-12-05,   250.10,  245.68,     68605.,   -73.,       0,    -37.0,     58.0,    58.0,     79.0,
1987-12-06,   250.10,  245.62,     68164.,  -441.,       0,   -222.0,     58.0,    57.0,   -107.0,
1987-12-07,   250.10,  245.61,     68091.,   -73.,       0,    -37.0,     58.0,    36.0,     57.0,
1987-12-08,   250.10,  245.60,     68017.,   -74.,       0,    -37.0,     58.0,    39.0,     60.0,
1987-12-09,   250.10,  245.59,     67944.,   -73.,       0,    -37.0,     58.0,    33.0,     54.0,
1987-12-10,   250.10,  245.69,     68678.,   734.,   370.0,        0,     58.0,    57.0,    485.0,
1987-12-11,   250.10,  245.61,     68091.,  -587.,       0,   -296.0,     58.0,    40.0,   -198.0,
1987-12-12,   250.10,  245.60,     68017.,   -74.,       0,    -37.0,     58.0,    59.0,     80.0,
1987-12-13,   250.10,  245.58,     67871.,  -146.,       0,    -74.0,     58.0,    44.0,     28.0,
1987-12-14,   250.10,  245.56,     67724.,  -147.,       0,    -74.0,     58.0,    38.0,     22.0,
1987-12-15,   250.10,  245.74,     69045.,  1321.,   666.0,        0,     58.0,    18.0,    742.0,
1987-12-16,   250.10,  245.85,     69852.,   807.,   407.0,        0,     58.0,    46.0,    511.0,
1987-12-17,   250.10,  245.85,     69852.,     0.,     0.0,        0,     58.0,    52.0,    110.0,
1987-12-18,   250.10,  245.82,     69632.,  -220.,       0,   -111.0,     58.0,    45.0,     -8.0,
1987-12-19,   250.10,  245.82,     69632.,     0.,     0.0,        0,     58.0,    58.0,    116.0,
1987-12-20,   250.10,  245.83,     69705.,    73.,    37.0,        0,     58.0,    45.0,    140.0,
1987-12-21,   250.10,  245.86,     69926.,   221.,   111.0,        0,     58.0,    25.0,    194.0,
1987-12-22,   250.10,  245.84,     69779.,  -147.,       0,    -74.0,     58.0,    49.0,     33.0,
1987-12-23,   250.10,  245.93,     70439.,   660.,   333.0,        0,     58.0,    45.0,    436.0,
1987-12-24,   250.10,  245.92,     70366.,   -73.,       0,    -37.0,     58.0,    40.0,     61.0,
1987-12-25,   250.10,  245.94,     70513.,   147.,    74.0,        0,     58.0,    33.0,    165.0,
1987-12-26,   250.10,  245.97,     70733.,   220.,   111.0,        0,     58.0,    17.0,    186.0,
1987-12-27,   250.10,  246.04,     71273.,   540.,   272.0,        0,     58.0,    21.0,    351.0,
1987-12-28,   250.10,  246.42,     74318.,  3045.,  1535.0,        0,     58.0,    32.0,   1625.0,
1987-12-29,   250.10,  246.71,     76642.,  2324.,  1172.0,        0,     61.0,    31.0,   1264.0,
1987-12-30,   250.10,  246.80,     77363.,   721.,   364.0,        0,     61.0,    32.0,    457.0,
1987-12-31,   250.10,  246.85,     77763.,   400.,   202.0,        0,     61.0,    32.0,    295.0,
1988-01-01,   250.10,  246.98,     78805.,  1042.,   525.0,        0,     61.0,    42.0,    628.0,
1988-01-02,   250.10,  247.06,     79493.,   688.,   347.0,        0,     61.0,    36.0,    444.0,
1988-01-03,   250.10,  247.40,     82483.,  2990.,  1507.0,        0,     61.0,    33.0,   1601.0,
1988-01-04,   250.10,  247.87,     86616.,  4133.,  2084.0,        0,     61.0,    37.0,   2182.0,
1988-01-05,   250.10,  248.19,     89574.,  2958.,  1491.0,        0,     61.0,    34.0,   1586.0,
1988-01-06,   250.10,  248.33,     90912.,  1338.,   675.0,        0,     61.0,    29.0,    765.0,
1988-01-07,   250.10,  248.51,     92632.,  1720.,   867.0,        0,     61.0,    52.0,    980.0,
1988-01-08,   250.10,  248.56,     93110.,   478.,   241.0,        0,     61.0,    24.0,    326.0,
1988-01-09,   250.10,  248.63,     93779.,   669.,   337.0,        0,     61.0,    53.0,    451.0,
1988-01-10,   250.10,  248.67,     94161.,   382.,   193.0,        0,     61.0,    39.0,    293.0,
1988-01-11,   250.10,  248.69,     94352.,   191.,    96.0,        0,     61.0,    39.0,    196.0,
1988-01-12,   250.10,  248.73,     94734.,   382.,   193.0,        0,     61.0,    41.0,    295.0,
1988-01-13,   250.10,  248.79,     95307.,   573.,   289.0,        0,     61.0,    57.0,    407.0,
1988-01-14,   250.10,  248.79,     95307.,     0.,     0.0,        0,     61.0,    40.0,    101.0,
1988-01-15,   250.10,  248.82,     95594.,   287.,   145.0,        0,     61.0,    45.0,    251.0,
1988-01-16,   250.10,  248.83,     95690.,    96.,    48.0,        0,     61.0,    48.0,    157.0,
1988-01-17,   250.10,  248.87,     96072.,   382.,   193.0,        0,     61.0,    58.0,    312.0,
1988-01-18,   250.10,  249.05,     97855.,  1783.,   899.0,        0,     61.0,    39.0,    999.0,
1988-01-19,   250.10,  249.38,    101423.,  3568.,  1799.0,        0,     62.0,    61.0,   1922.0,
1988-01-20,   250.10,  249.86,    106613.,  5190.,  2617.0,        0,     62.0,    32.0,   2711.0,
1988-01-21,   250.10,  250.27,    111261.,  4648.,  2343.0,        0,     62.0,    49.0,   2454.0,
1988-01-22,   250.10,  250.36,    112306.,  1045.,   527.0,        0,    121.0,    59.0,    707.0,
1988-01-23,   250.10,  250.41,    112886.,   580.,   292.0,        0,    151.0,    46.0,    489.0,
1988-01-24,   250.10,  250.45,    113351.,   465.,   234.0,        0,    151.0,    45.0,    430.0,
1988-01-25,   250.10,  250.55,    114511.,  1160.,   585.0,        0,    346.0,    37.0,    968.0,
1988-01-26,   250.10,  250.44,    113235., -1276.,       0,   -643.0,   1417.0,    37.0,    811.0,
1988-01-27,   250.10,  250.24,    110913., -2322.,       0,  -1171.0,   1648.0,    43.0,    520.0,
1988-01-28,   250.10,  250.22,    110681.,  -232.,       0,   -117.0,    526.0,    46.0,    455.0,
1988-01-29,   250.10,  250.23,    110797.,   116.,    58.0,        0,    237.0,    33.0,    328.0,
1988-01-30,   250.10,  250.21,    110565.,  -232.,       0,   -117.0,    237.0,    61.0,    181.0,
1988-01-31,   250.10,  250.22,    110681.,   116.,    58.0,        0,    237.0,    60.0,    355.0,
1988-02-01,   250.10,  250.22,    110681.,     0.,     0.0,        0,    237.0,    41.0,    278.0,
1988-02-02,   250.10,  250.27,    111261.,   580.,   292.0,        0,    237.0,    28.0,    557.0,
1988-02-03,   250.10,  250.26,    111145.,  -116.,       0,    -58.0,    237.0,    65.0,    244.0,
1988-02-04,   250.10,  250.72,    116485.,  5340.,  2692.0,        0,    238.0,    37.0,   2967.0,
1988-02-05,   250.10,  250.94,    119039.,  2554.,  1288.0,        0,    847.0,    45.0,   2180.0,
1988-02-06,   250.10,  250.84,    117878., -1161.,       0,   -585.0,   1519.0,    68.0,   1002.0,
1988-02-07,   250.10,  250.63,    115440., -2438.,       0,  -1229.0,   1517.0,    40.0,    328.0,
1988-02-08,   250.10,  250.54,    114395., -1045.,       0,   -527.0,   1065.0,    38.0,    576.0,
1988-02-09,   250.10,  250.46,    113467.,  -928.,       0,   -468.0,    841.0,    50.0,    423.0,
1988-02-10,   250.10,  250.42,    113002.,  -465.,       0,   -234.0,    840.0,    37.0,    643.0,
1988-02-11,   250.10,  250.39,    112654.,  -348.,       0,   -175.0,    840.0,    52.0,    717.0,
1988-02-12,   250.10,  250.47,    113583.,   929.,   468.0,        0,    840.0,    40.0,   1348.0,
1988-02-13,   250.10,  250.45,    113351.,  -232.,       0,   -117.0,    840.0,    53.0,    776.0,
1988-02-14,   250.10,  250.38,    112538.,  -813.,       0,   -410.0,    840.0,    48.0,    478.0,
1988-02-15,   250.10,  250.38,    112538.,     0.,     0.0,        0,    840.0,    55.0,    895.0,
1988-02-16,   250.10,  250.29,    111493., -1045.,       0,   -527.0,    840.0,    35.0,    348.0,
1988-02-17,   250.10,  250.25,    111029.,  -464.,       0,   -234.0,    613.0,    52.0,    431.0,
1988-02-18,   250.10,  250.28,    111377.,   348.,   175.0,        0,    237.0,    54.0,    466.0,
1988-02-19,   250.10,  250.30,    111609.,   232.,   117.0,        0,    237.0,    58.0,    412.0,
1988-02-20,   250.10,  250.36,    112306.,   697.,   351.0,        0,    237.0,    45.0,    633.0,
1988-02-21,   250.10,  250.36,    112306.,     0.,     0.0,        0,    238.0,    44.0,    282.0,
1988-02-22,   250.10,  250.34,    112074.,  -232.,       0,   -117.0,    238.0,    41.0,    162.0,
1988-02-23,   250.10,  250.34,    112074.,     0.,     0.0,        0,    238.0,    47.0,    285.0,
1988-02-24,   250.10,  250.32,    111842.,  -232.,       0,   -117.0,    346.0,    62.0,    291.0,
1988-02-25,   250.10,  250.26,    111145.,  -697.,       0,   -351.0,    412.0,    42.0,    103.0,
1988-02-26,   250.10,  250.22,    110681.,  -464.,       0,   -234.0,    303.0,    51.0,    120.0,
1988-02-27,   250.10,  250.20,    110449.,  -232.,       0,   -117.0,    237.0,    48.0,    168.0,
1988-02-28,   250.10,  250.17,    110100.,  -349.,       0,   -176.0,    237.0,    41.0,    102.0,
1988-02-29,   250.10,  250.20,    110449.,   349.,   176.0,        0,    180.0,    45.0,    401.0,
1988-03-01,   250.10,  250.16,    109984.,  -465.,       0,   -234.0,    151.0,    48.0,    -35.0,
1988-03-02,   250.10,  250.14,    109752.,  -232.,       0,   -117.0,    151.0,    54.0,     88.0,
1988-03-03,   250.10,  250.13,    109636.,  -116.,       0,    -58.0,    151.0,    47.0,    140.0,
1988-03-04,   250.10,  250.17,    110100.,   464.,   234.0,        0,    151.0,    43.0,    428.0,
1988-03-05,   250.10,  250.17,    110100.,     0.,     0.0,        0,    151.0,    39.0,    190.0,
1988-03-06,   250.10,  250.17,    110100.,     0.,     0.0,        0,    151.0,    45.0,    196.0,
1988-03-07,   250.10,  250.17,    110100.,     0.,     0.0,        0,    151.0,    46.0,    197.0,
1988-03-08,   250.10,  250.14,    109752.,  -348.,       0,   -175.0,    151.0,    50.0,     26.0,
1988-03-09,   250.10,  250.22,    110681.,   929.,   468.0,        0,    151.0,    35.0,    654.0,
1988-03-10,   250.10,  250.29,    111493.,   812.,   409.0,        0,    151.0,    55.0,    615.0,
1988-03-11,   250.10,  250.31,    111725.,   232.,   117.0,        0,    341.0,    51.0,    509.0,
1988-03-12,   250.10,  250.32,    111842.,   117.,    59.0,        0,    497.0,    45.0,    601.0,
1988-03-13,   250.10,  250.31,    111725.,  -117.,       0,    -59.0,    497.0,    47.0,    485.0,
1988-03-14,   250.10,  250.36,    112306.,   581.,   293.0,        0,    313.0,    47.0,    653.0,
1988-03-15,   250.10,  250.27,    111261., -1045.,       0,   -527.0,    237.0,    41.0,   -249.0,
1988-03-16,   250.10,  250.23,    110797.,  -464.,       0,   -234.0,    237.0,    53.0,     56.0,
1988-03-17,   250.10,  250.20,    110449.,  -348.,       0,   -175.0,    237.0,    50.0,    112.0,
1988-03-18,   250.10,  250.22,    110681.,   232.,   117.0,        0,    237.0,    41.0,    395.0,
1988-03-19,   250.10,  250.23,    110797.,   116.,    58.0,        0,    237.0,    54.0,    349.0,
1988-03-20,   250.10,  250.21,    110565.,  -232.,       0,   -117.0,    237.0,    39.0,    159.0,
1988-03-21,   250.10,  250.19,    110333.,  -232.,       0,   -117.0,    237.0,    54.0,    174.0,
1988-03-22,   250.10,  250.17,    110100.,  -233.,       0,   -117.0,    237.0,    51.0,    171.0,
1988-03-23,   250.10,  250.16,    109984.,  -116.,       0,    -58.0,    237.0,    50.0,    229.0,
1988-03-24,   250.10,  250.13,    109636.,  -348.,       0,   -175.0,    176.0,    54.0,     55.0,
1988-03-25,   250.10,  250.10,    109288.,  -348.,       0,   -175.0,    151.0,    45.0,     21.0,
1988-03-26,   250.10,  250.15,    109868.,   580.,   292.0,        0,    123.0,    46.0,    461.0,
1988-03-27,   250.10,  250.25,    111029.,  1161.,   585.0,        0,    109.0,    48.0,    742.0,
1988-03-28,   250.10,  250.25,    111029.,     0.,     0.0,        0,    109.0,    27.0,    136.0,
1988-03-29,   250.10,  250.24,    110913.,  -116.,       0,    -58.0,    109.0,    54.0,    105.0,
1988-03-30,   250.10,  250.26,    111145.,   232.,   117.0,        0,    109.0,    49.0,    275.0,
1988-03-31,   250.10,  250.25,    111029.,  -116.,       0,    -58.0,    109.0,    52.0,    103.0,
1988-04-01,   250.13,  250.26,    111145.,   116.,    58.0,        0,    109.0,    51.0,    218.0,
1988-04-02,   250.16,  250.23,    110797.,  -348.,       0,   -175.0,    109.0,    42.0,    -24.0,
1988-04-03,   250.19,  250.21,    110565.,  -232.,       0,   -122.0,    109.0,    41.0,     28.0,
1988-04-04,   250.22,  250.27,    111261.,   696.,   351.0,        0,    109.0,    41.0,    501.0,
1988-04-05,   250.25,  250.27,    111261.,     0.,     0.0,        0,    109.0,    47.0,    156.0,
1988-04-06,   250.28,  250.24,    110913.,  -348.,       0,   -175.0,    109.0,    54.0,    -12.0,
1988-04-07,   250.31,  250.34,    112074.,  1161.,   585.0,        0,    109.0,    54.0,    748.0,
1988-04-08,   250.34,  250.29,    111493.,  -581.,       0,   -293.0,    109.0,    41.0,   -143.0,
1988-04-09,   250.37,  250.31,    111725.,   232.,   117.0,        0,    109.0,    48.0,    274.0,
1988-04-10,   250.40,  250.31,    111725.,     0.,     0.0,        0,    109.0,    46.0,    155.0,
1988-04-11,   250.43,  250.21,    110565., -1160.,       0,   -585.0,    109.0,    55.0,   -421.0,
1988-04-12,   250.46,  250.35,    112190.,  1625.,   819.0,        0,    109.0,    47.0,    975.0,
1988-04-13,   250.49,  250.44,    113235.,  1045.,   527.0,        0,    109.0,    54.0,    690.0,
1988-04-14,   250.52,  250.49,    113815.,   580.,   292.0,        0,    109.0,    45.0,    446.0,
1988-04-15,   250.55,  250.54,    114395.,   580.,   292.0,        0,    109.0,    45.0,    446.0,
1988-04-16,   250.58,  250.52,    114163.,  -232.,       0,   -117.0,    109.0,    54.0,     46.0,
1988-04-17,   250.61,  250.49,    113815.,  -348.,       0,   -175.0,    109.0,    48.0,    -18.0,
1988-04-18,   250.64,  250.51,    114047.,   232.,   117.0,        0,    109.0,    54.0,    280.0,
