DATE, NORMAL-LEVEL,RES-LEVEL,AF,CHANGE-ACRE-FEET,STORED,DRAWDOWN,OUTFLOW,SUPPLY,INFLOW,
1984-01-01,   250.10,  250.95,    119155., -1325.,       0,   -668.0,   1220.0,    40.0,    592.0,
1984-01-02,   250.10,  250.85,    117994., -1161.,       0,   -585.0,   1210.0,    38.0,    663.0,
1984-01-03,   250.10,  250.68,    116020., -1974.,       0,   -995.0,   1180.0,    43.0,    228.0,
1984-01-04,   250.10,  250.55,    114511., -1509.,       0,   -761.0,   1180.0,    38.0,    457.0,
1984-01-05,   250.10,  250.40,    112770., -1741.,       0,   -878.0,   1180.0,    36.0,    338.0,
1984-01-06,   250.10,  250.31,    111725., -1045.,       0,   -527.0,    967.0,    39.0,    479.0,
1984-01-07,   250.10,  250.21,    110565., -1160.,       0,   -585.0,    840.0,    35.0,    290.0,
1984-01-08,   250.10,  250.10,    109288., -1277.,       0,   -644.0,    840.0,    34.0,    230.0,
1984-01-09,   250.10,  250.05,    108707.,  -581.,       0,   -293.0,    565.0,    34.0,    306.0,
1984-01-10,   250.10,  250.80,    117413.,  8706.,  4389.0,        0,    500.0,    33.0,   4922.0,
1984-01-11,   250.10,  252.86,    143443., 26030., 13124.0,        0,    459.0,    34.0,  13617.0,
1984-01-12,   250.10,  253.40,    150758.,  7315.,  3688.0,        0,   1586.0,    39.0,   5313.0,
1984-01-13,   250.10,  253.15,    147335., -3423.,       0,  -1726.0,   3142.0,    39.0,   1455.0,
1984-01-14,   250.10,  252.83,    143049., -4286.,       0,  -2161.0,   3620.0,    34.0,   1493.0,
1984-01-15,   250.10,  252.50,    138713., -4336.,       0,  -2186.0,   3612.0,    36.0,   1462.0,
1984-01-16,   250.10,  252.05,    132801., -5912.,       0,  -2981.0,   3801.0,    38.0,    858.0,
1984-01-17,   250.10,  251.70,    128421., -4380.,       0,  -2208.0,   3355.0,    40.0,   1187.0,
1984-01-18,   250.10,  251.65,    127801.,  -620.,       0,   -313.0,   2551.0,    39.0,   2277.0,
1984-01-19,   250.10,  252.65,    140684., 12883.,  6495.0,        0,   1920.0,    40.0,   8455.0,
1984-01-20,   250.10,  252.79,    142523.,  1839.,   927.0,        0,   2180.0,    42.0,   3149.0,
1984-01-21,   250.10,  252.45,    138056., -4467.,       0,  -2252.0,   3438.0,    43.0,   1229.0,
1984-01-22,   250.10,  252.05,    132801., -5255.,       0,  -2649.0,   3597.0,    38.0,    986.0,
1984-01-23,   250.10,  251.60,    127180., -5621.,       0,  -2834.0,   3578.0,    42.0,    786.0,
1984-01-24,   250.10,  251.25,    122837., -4343.,       0,  -2190.0,   3235.0,    42.0,   1087.0,
1984-01-25,   250.10,  251.20,    122217.,  -620.,       0,   -313.0,   2452.0,    41.0,   2180.0,
1984-01-26,   250.10,  250.95,    119155., -3062.,       0,  -1544.0,   2195.0,    43.0,    694.0,
1984-01-27,   250.10,  250.79,    117297., -1858.,       0,   -937.0,   1911.0,    43.0,   1017.0,
1984-01-28,   250.10,  250.65,    115672., -1625.,       0,   -819.0,   1515.0,    38.0,    734.0,
1984-01-29,   250.10,  250.55,    114511., -1161.,       0,   -585.0,   1235.0,    37.0,    687.0,
1984-01-30,   250.10,  250.50,    113931.,  -580.,       0,   -292.0,   1010.0,    41.0,    759.0,
1984-01-31,   250.10,  250.40,    112770., -1161.,       0,   -585.0,   1010.0,    42.0,    467.0,
1984-02-01,   250.10,  250.30,    111609., -1161.,       0,   -585.0,   1009.0,    43.0,    467.0,
1984-02-02,   250.10,  250.25,    111029.,  -580.,       0,   -292.0,    796.0,    40.0,    544.0,
1984-02-03,   250.10,  250.25,    111029.,     0.,     0.0,        0,    440.0,    40.0,    480.0,
1984-02-04,   250.10,  250.41,    112886.,  1857.,   936.0,        0,    325.0,    41.0,   1302.0,
1984-02-05,   250.10,  250.59,    114976.,  2090.,  1054.0,        0,    327.0,    43.0,   1424.0,
1984-02-06,   250.10,  250.68,    116020.,  1044.,   526.0,        0,    993.0,    39.0,   1558.0,
1984-02-07,   250.10,  250.40,    112770., -3250.,       0,  -1639.0,   2059.0,    43.0,    463.0,
1984-02-08,   250.10,  250.15,    109868., -2902.,       0,  -1463.0,   2039.0,    40.0,    616.0,
1984-02-09,   250.10,  249.95,    107586., -2282.,       0,  -1151.0,   1818.0,    40.0,    707.0,
1984-02-10,   250.10,  249.90,    107046.,  -540.,       0,   -272.0,   1293.0,    43.0,   1064.0,
1984-02-11,   250.10,  250.06,    108823.,  1777.,   896.0,        0,    496.0,    38.0,   1430.0,
1984-02-12,   250.10,  250.17,    110100.,  1277.,   644.0,        0,    496.0,    36.0,   1176.0,
1984-02-13,   250.10,  250.25,    111029.,   929.,   468.0,        0,    497.0,    40.0,   1005.0,
1984-02-14,   250.10,  251.20,    122217., 11188.,  5641.0,        0,    398.0,    33.0,   6072.0,
1984-02-15,   250.10,  253.20,    148020., 25803., 13009.0,        0,   1029.0,    40.0,  14078.0,
1984-02-16,   250.10,  253.20,    148020.,     0.,     0.0,        0,   2073.0,    40.0,   2113.0,
1984-02-17,   250.10,  252.87,    143574., -4446.,       0,  -2242.0,   3301.0,    40.0,   1099.0,
1984-02-18,   250.10,  252.42,    137662., -5912.,       0,  -2981.0,   3781.0,    41.0,    841.0,
1984-02-19,   250.10,  251.96,    131648., -6014.,       0,  -3032.0,   3765.0,    38.0,    771.0,
1984-02-20,   250.10,  251.46,    125443., -6205.,       0,  -3128.0,   3745.0,    39.0,    656.0,
1984-02-21,   250.10,  251.05,    120355., -5088.,       0,  -2565.0,   3191.0,    42.0,    668.0,
1984-02-22,   250.10,  250.67,    115904., -4451.,       0,  -2244.0,   2836.0,    41.0,    633.0,
1984-02-23,   250.10,  251.60,    127180., 11276.,  5685.0,        0,   1434.0,    42.0,   7161.0,
1984-02-24,   250.10,  253.00,    145282., 18102.,  9126.0,        0,   2126.0,    40.0,  11292.0,
1984-02-25,   250.10,  252.95,    144625.,  -657.,       0,   -331.0,   3309.0,    40.0,   3018.0,
1984-02-26,   250.10,  252.65,    140684., -3941.,       0,  -1987.0,   3443.0,    40.0,   1496.0,
1984-02-27,   250.10,  252.86,    143443.,  2759.,  1391.0,        0,   2058.0,    40.0,   3489.0,
1984-02-28,   250.10,  253.45,    151442.,  7999.,  4033.0,        0,    479.0,    40.0,   4552.0,
1984-02-29,   250.10,  253.75,    155549.,  4107.,  2071.0,        0,   1904.0,    40.0,   4015.0,
1984-03-01,   250.10,  253.35,    150073., -5476.,       0,  -2761.0,   3801.0,    40.0,   1080.0,
1984-03-02,   250.10,  252.85,    143311., -6762.,       0,  -3409.0,   4311.0,    43.0,    945.0,
1984-03-03,   250.10,  252.36,    136874., -6437.,       0,  -3245.0,   4488.0,    38.0,   1281.0,
1984-03-04,   250.10,  251.80,    129662., -7212.,       0,  -3636.0,   4452.0,    40.0,    856.0,
1984-03-05,   250.10,  251.93,    131275.,  1613.,   813.0,        0,   3249.0,    39.0,   4101.0,
1984-03-06,   250.10,  254.20,    161806., 30531., 15393.0,        0,   2070.0,    37.0,  17500.0,
1984-03-07,   250.10,  255.55,    181257., 19451.,  9807.0,        0,   3179.0,    41.0,  13027.0,
1984-03-08,   250.10,  255.40,    179044., -2213.,       0,  -1116.0,   4409.0,    40.0,   3333.0,
1984-03-09,   250.10,  255.05,    173882., -5162.,       0,  -2603.0,   4488.0,    35.0,   1920.0,
1984-03-10,   250.10,  254.65,    168183., -5699.,       0,  -2873.0,   4474.0,    38.0,   1639.0,
1984-03-11,   250.10,  254.20,    161806., -6377.,       0,  -3215.0,   4453.0,    35.0,   1273.0,
1984-03-12,   250.10,  253.55,    152811., -8995.,       0,  -4535.0,   4431.0,    40.0,    -64.0,
1984-03-13,   250.10,  253.30,    149389., -3422.,       0,  -1725.0,   4409.0,    40.0,   2724.0,
1984-03-14,   250.10,  253.23,    148430.,  -959.,       0,   -483.0,   4405.0,    40.0,   3962.0,
1984-03-15,   250.10,  252.82,    142917., -5513.,       0,  -2779.0,   4319.0,    41.0,   1581.0,
1984-03-16,   250.10,  252.45,    138056., -4861.,       0,  -2451.0,   3886.0,    42.0,   1477.0,
1984-03-17,   250.10,  252.07,    133064., -4992.,       0,  -2517.0,   3410.0,    40.0,    933.0,
1984-03-18,   250.10,  251.63,    127553., -5511.,       0,  -2778.0,   3397.0,    41.0,    660.0,
1984-03-19,   250.10,  251.40,    124699., -2854.,       0,  -1439.0,   3382.0,    37.0,   1980.0,
1984-03-20,   250.10,  251.05,    120355., -4344.,       0,  -2190.0,   3372.0,    34.0,   1216.0,
1984-03-21,   250.10,  251.25,    122837.,  2482.,  1251.0,        0,   3372.0,    36.0,   4659.0,
1984-03-22,   250.10,  251.02,    119983., -2854.,       0,  -1439.0,   3368.0,    40.0,   1969.0,
1984-03-23,   250.10,  250.80,    117413., -2570.,       0,  -1296.0,   3958.0,    40.0,   2702.0,
1984-03-24,   250.10,  250.65,    115672., -1741.,       0,   -878.0,   3257.0,    35.0,   2414.0,
1984-03-25,   250.10,  250.65,    115672.,     0.,     0.0,        0,   1907.0,    36.0,   1943.0,
1984-03-26,   250.10,  250.55,    114511., -1161.,       0,   -585.0,   1682.0,    38.0,   1135.0,
1984-03-27,   250.10,  250.50,    113931.,  -580.,       0,   -292.0,   1260.0,    40.0,   1008.0,
1984-03-28,   250.10,  251.00,    119735.,  5804.,  2926.0,        0,    843.0,    39.0,   3808.0,
1984-03-29,   250.10,  252.65,    140684., 20949., 10562.0,        0,    847.0,    28.0,  11437.0,
1984-03-30,   250.10,  253.12,    146925.,  6241.,  3147.0,        0,   1436.0,    41.0,   4624.0,
1984-03-31,   250.10,  252.84,    143180., -3745.,       0,  -1888.0,   3211.0,    41.0,   1364.0,
1984-04-01,   250.10,  252.40,    137399., -5781.,       0,  -2915.0,   3846.0,    38.0,    969.0,
1984-04-02,   250.10,  252.00,    132144., -5255.,       0,  -2649.0,   3643.0,    38.0,   1032.0,
1984-04-03,   250.10,  251.75,    129042., -3102.,       0,  -1564.0,   2364.0,    36.0,    836.0,
1984-04-04,   250.10,  252.00,    132144.,  3102.,  1564.0,        0,   1364.0,    36.0,   2964.0,
1984-04-05,   250.10,  253.45,    151442., 19298.,  9729.0,        0,   2282.0,    42.0,  12053.0,
1984-04-06,   250.10,  253.45,    151442.,     0.,     0.0,        0,   3962.0,    43.0,   4005.0,
1984-04-07,   250.10,  253.08,    146377., -5065.,       0,  -2554.0,   4404.0,    36.0,   1886.0,
1984-04-08,   250.10,  252.65,    140684., -5693.,       0,  -2870.0,   4387.0,    39.0,   1556.0,
1984-04-09,   250.10,  252.20,    134772., -5912.,       0,  -2981.0,   4365.0,    39.0,   1423.0,
1984-04-10,   250.10,  251.98,    131896., -2876.,       0,  -1450.0,   3758.0,    43.0,   2351.0,
1984-04-11,   250.10,  251.70,    128421., -3475.,       0,  -1752.0,   3788.0,    43.0,   2079.0,
1984-04-12,   250.10,  251.52,    126188., -2233.,       0,  -1126.0,   2084.0,    27.0,    985.0,
1984-04-13,   250.10,  251.30,    123458., -2730.,       0,  -1376.0,   2439.0,    45.0,   1108.0,
1984-04-14,   250.10,  251.00,    119735., -3723.,       0,  -1877.0,   3058.0,    40.0,   1221.0,
1984-04-15,   250.10,  251.18,    121969.,  2234.,  1126.0,        0,   2539.0,    39.0,   3704.0,
1984-04-16,   250.10,  250.95,    119155., -2814.,       0,  -1419.0,   3200.0,    42.0,   1823.0,
1984-04-17,   250.10,  250.52,    114163., -4992.,       0,  -2517.0,   3717.0,    35.0,   1235.0,
1984-04-18,   250.10,  250.20,    110449., -3714.,       0,  -1872.0,   2861.0,    39.0,   1028.0,
1984-04-19,   250.10,  250.10,    109288., -1161.,       0,   -585.0,   1506.0,    41.0,    962.0,
1984-04-20,   250.10,  250.05,    108707.,  -581.,       0,   -293.0,   1006.0,    42.0,    755.0,
1984-04-21,   250.10,  249.93,    107370., -1337.,       0,   -674.0,   1005.0,    34.0,    365.0,
1984-04-22,   250.10,  249.95,    107586.,   216.,   109.0,        0,   1004.0,    34.0,   1147.0,
1984-04-23,   250.10,  250.33,    111958.,  4372.,  2204.0,        0,   1006.0,    38.0,   3248.0,
1984-04-24,   250.10,  251.16,    121720.,  9762.,  4922.0,        0,   1012.0,    40.0,   5974.0,
1984-04-25,   250.10,  251.23,    122589.,   869.,   438.0,        0,   1017.0,    40.0,   1495.0,
1984-04-26,   250.10,  251.14,    121472., -1117.,       0,   -563.0,   1330.0,    40.0,    807.0,
1984-04-27,   250.10,  250.95,    119155., -2317.,       0,  -1168.0,   1837.0,    39.0,    708.0,
1984-04-28,   250.10,  250.72,    116485., -2670.,       0,  -1346.0,   1941.0,    40.0,    635.0,
1984-04-29,   250.10,  250.45,    113351., -3134.,       0,  -1580.0,   2018.0,    39.0,    477.0,
1984-04-30,   250.10,  250.20,    110449., -2902.,       0,  -1463.0,   2011.0,    41.0,    589.0,
1984-05-01,   250.10,  250.10,    109288., -1161.,       0,   -585.0,   1255.0,    39.0,    709.0,
1984-05-02,   250.10,  250.09,    109172.,  -116.,       0,    -58.0,    525.0,    47.0,    514.0,
1984-05-03,   250.10,  250.05,    108707.,  -465.,       0,   -234.0,    324.0,    41.0,    131.0,
1984-05-04,   250.10,  250.10,    109288.,   581.,   293.0,        0,    324.0,    43.0,    660.0,
1984-05-05,   250.10,  250.10,    109288.,     0.,     0.0,        0,    324.0,    46.0,    370.0,
1984-05-06,   250.10,  250.44,    113235.,  3947.,  1990.0,        0,    325.0,    44.0,   2359.0,
1984-05-07,   250.10,  250.58,    114860.,  1625.,   819.0,        0,    773.0,    34.0,   1626.0,
1984-05-08,   250.10,  250.60,    115092.,   232.,   117.0,        0,   1626.0,    40.0,   1783.0,
1984-05-09,   250.10,  250.54,    114395.,  -697.,       0,   -351.0,   2018.0,    38.0,   1705.0,
1984-05-10,   250.10,  250.25,    111029., -3366.,       0,  -1697.0,   2224.0,    44.0,    571.0,
1984-05-11,   250.10,  250.11,    109404., -1625.,       0,   -819.0,   1501.0,    38.0,    720.0,
1984-05-12,   250.10,  250.15,    109868.,   464.,   234.0,        0,    324.0,    38.0,    596.0,
1984-05-13,   250.10,  250.14,    109752.,  -116.,       0,    -58.0,    324.0,    38.0,    304.0,
1984-05-14,   250.10,  250.12,    109520.,  -232.,       0,   -117.0,    324.0,    39.0,    246.0,
1984-05-15,   250.10,  250.10,    109288.,  -232.,       0,   -117.0,    324.0,    41.0,    248.0,
1984-05-16,   250.10,  250.06,    108823.,  -465.,       0,   -234.0,    252.0,    38.0,     56.0,
1984-05-17,   250.10,  250.05,    108707.,  -116.,       0,    -58.0,    172.0,    37.0,    151.0,
1984-05-18,   250.10,  250.05,    108707.,     0.,     0.0,        0,    150.0,    41.0,    191.0,
1984-05-19,   250.10,  250.05,    108707.,     0.,     0.0,        0,    150.0,    37.0,    187.0,
1984-05-20,   250.10,  250.05,    108707.,     0.,     0.0,        0,    150.0,    30.0,    180.0,
1984-05-21,   250.10,  250.02,    108359.,  -348.,       0,   -175.0,    150.0,    43.0,     18.0,
1984-05-22,   250.10,  250.00,    108127.,  -232.,       0,   -117.0,    150.0,    44.0,     77.0,
1984-05-23,   250.10,  250.00,    108127.,     0.,     0.0,        0,    150.0,    40.0,    190.0,
1984-05-24,   250.10,  250.04,    108591.,   464.,   234.0,        0,    150.0,    39.0,    423.0,
1984-05-25,   250.10,  250.03,    108475.,  -116.,       0,    -58.0,    150.0,    40.0,    132.0,
1984-05-26,   250.10,  250.02,    108359.,  -116.,       0,    -58.0,    150.0,    46.0,    138.0,
1984-05-27,   250.10,  250.23,    110797.,  2438.,  1229.0,        0,    151.0,    36.0,   1416.0,
1984-05-28,   250.10,  250.35,    112190.,  1393.,   702.0,        0,    151.0,    40.0,    893.0,
1984-05-29,   250.10,  251.27,    123085., 10895.,  5493.0,        0,    152.0,    41.0,   5686.0,
1984-05-30,   250.10,  252.15,    134115., 11030.,  5561.0,        0,    153.0,    39.0,   5753.0,
1984-05-31,   250.10,  252.87,    143574.,  9459.,  4769.0,        0,    615.0,    41.0,   5425.0,
1984-06-01,   250.10,  252.64,    140552., -3022.,       0,  -1524.0,   1979.0,    43.0,    498.0,
1984-06-02,   250.10,  252.25,    135429., -5123.,       0,  -2583.0,   3086.0,    39.0,    542.0,
1984-06-03,   250.10,  251.87,    130531., -4898.,       0,  -2469.0,   3072.0,    39.0,    642.0,
1984-06-04,   250.10,  251.45,    125319., -5212.,       0,  -2628.0,   3062.0,    39.0,    473.0,
1984-06-05,   250.10,  251.03,    120107., -5212.,       0,  -2628.0,   3040.0,    40.0,    452.0,
1984-06-06,   250.10,  250.67,    115904., -4203.,       0,  -2119.0,   2416.0,    40.0,    337.0,
1984-06-07,   250.10,  250.48,    113699., -2205.,       0,  -1112.0,   1345.0,    43.0,    276.0,
1984-06-08,   250.10,  250.42,    113002.,  -697.,       0,   -351.0,    469.0,    40.0,    158.0,
1984-06-09,   250.10,  250.38,    112538.,  -464.,       0,   -234.0,    325.0,    40.0,    131.0,
1984-06-10,   250.10,  250.32,    111842.,  -696.,       0,   -351.0,    325.0,    40.0,     14.0,
1984-06-11,   250.10,  250.28,    111377.,  -465.,       0,   -234.0,    216.0,    43.0,     25.0,
1984-06-12,   250.10,  250.25,    111029.,  -348.,       0,   -175.0,    151.0,    40.0,     16.0,
1984-06-13,   250.10,  250.23,    110797.,  -232.,       0,   -117.0,    151.0,    45.0,     79.0,
1984-06-14,   250.10,  250.20,    110449.,  -348.,       0,   -175.0,    151.0,    48.0,     24.0,
1984-06-15,   250.10,  250.14,    109752.,  -697.,       0,   -351.0,    190.0,    48.0,   -113.0,
1984-06-16,   250.10,  250.12,    109520.,  -232.,       0,   -117.0,    237.0,    47.0,    167.0,
1984-06-17,   250.10,  250.07,    108940.,  -580.,       0,   -292.0,    237.0,    41.0,    -14.0,
1984-06-18,   250.10,  250.05,    108707.,  -233.,       0,   -117.0,    187.0,    46.0,    116.0,
1984-06-19,   250.10,  250.04,    108591.,  -116.,       0,    -58.0,    150.0,    45.0,    137.0,
1984-06-20,   250.10,  250.00,    108127.,  -464.,       0,   -234.0,    150.0,    35.0,    -49.0,
1984-06-21,   250.10,  249.96,    107694.,  -433.,       0,   -218.0,     90.0,    43.0,    -85.0,
1984-06-22,   250.10,  249.93,    107370.,  -324.,       0,   -163.0,     60.0,    45.0,    -58.0,
1984-06-23,   250.10,  249.88,    106829.,  -541.,       0,   -273.0,     60.0,    45.0,   -168.0,
1984-06-24,   250.10,  249.91,    107154.,   325.,   164.0,        0,     60.0,    38.0,    262.0,
1984-06-25,   250.10,  249.90,    107046.,  -108.,       0,    -54.0,    116.0,    42.0,    104.0,
1984-06-26,   250.10,  249.85,    106505.,  -541.,       0,   -273.0,    197.0,    37.0,    -39.0,
1984-06-27,   250.10,  249.80,    105964.,  -541.,       0,   -273.0,    236.0,    44.0,      7.0,
1984-06-28,   250.10,  249.80,    105964.,     0.,     0.0,        0,    243.0,    47.0,    290.0,
1984-06-29,   250.10,  249.88,    106829.,   865.,   436.0,        0,    215.0,    44.0,    695.0,
1984-06-30,   250.10,  250.15,    109868.,  3039.,  1532.0,        0,    150.0,    36.0,   1718.0,
1984-07-01,   250.10,  250.10,    109288.,  -580.,       0,   -292.0,    151.0,    41.0,   -100.0,
1984-07-02,   250.10,  250.13,    109636.,   348.,   175.0,        0,    109.0,    38.0,    322.0,
1984-07-03,   250.10,  250.13,    109636.,     0.,     0.0,        0,     60.0,    42.0,    102.0,
1984-07-04,   250.10,  250.13,    109636.,     0.,     0.0,        0,     91.0,    42.0,    133.0,
1984-07-05,   250.10,  250.10,    109288.,  -348.,       0,   -175.0,    205.0,    41.0,     71.0,
1984-07-06,   250.10,  250.10,    109288.,     0.,     0.0,        0,    237.0,    42.0,    279.0,
1984-07-07,   250.10,  250.10,    109288.,     0.,     0.0,        0,    237.0,    43.0,    280.0,
1984-07-08,   250.10,  250.01,    108243., -1045.,       0,   -527.0,    237.0,    36.0,   -254.0,
1984-07-09,   250.10,  249.95,    107586.,  -657.,       0,   -331.0,    183.0,    49.0,    -99.0,
1984-07-10,   250.10,  249.91,    107154.,  -432.,       0,   -218.0,    150.0,    47.0,    -21.0,
1984-07-11,   250.10,  249.85,    106505.,  -649.,       0,   -327.0,    169.0,    47.0,   -111.0,
1984-07-12,   250.10,  249.84,    106397.,  -108.,       0,    -54.0,    207.0,    39.0,    192.0,
1984-07-13,   250.10,  249.90,    107046.,   649.,   327.0,        0,    158.0,    45.0,    530.0,
1984-07-14,   250.10,  249.98,    107911.,   865.,   436.0,        0,     60.0,    37.0,    533.0,
1984-07-15,   250.10,  250.00,    108127.,   216.,   109.0,        0,    120.0,    45.0,    274.0,
1984-07-16,   250.10,  250.15,    109868.,  1741.,   878.0,        0,    150.0,    39.0,   1067.0,
1984-07-17,   250.10,  250.15,    109868.,     0.,     0.0,        0,    454.0,    42.0,    496.0,
1984-07-18,   250.10,  250.50,    113931.,  4063.,  2048.0,        0,    673.0,    42.0,   2763.0,
1984-07-19,   250.10,  251.35,    124078., 10147.,  5116.0,        0,    681.0,    50.0,   5847.0,
1984-07-20,   250.10,  251.35,    124078.,     0.,     0.0,        0,    678.0,    44.0,    722.0,
1984-07-21,   250.10,  251.32,    123706.,  -372.,       0,   -188.0,    869.0,    40.0,    721.0,
1984-07-22,   250.10,  251.32,    123706.,     0.,     0.0,        0,    900.0,    42.0,    942.0,
1984-07-23,   250.10,  251.23,    122589., -1117.,       0,   -563.0,   1190.0,    45.0,    672.0,
1984-07-24,   250.10,  251.05,    120355., -2234.,       0,  -1126.0,   1260.0,    46.0,    180.0,
1984-07-25,   250.10,  250.72,    116485., -3870.,       0,  -1951.0,   1650.0,    33.0,   -268.0,
1984-07-26,   250.10,  250.29,    111493., -4992.,       0,  -2517.0,   2630.0,    28.0,    141.0,
1984-07-27,   250.10,  250.23,    110797.,  -696.,       0,   -351.0,   1358.0,    39.0,   1046.0,
1984-07-28,   250.10,  250.90,    118574.,  7777.,  3921.0,        0,    324.0,    38.0,   4283.0,
1984-07-29,   250.10,  251.89,    130779., 12205.,  6153.0,        0,    240.0,    38.0,   6431.0,
1984-07-30,   250.10,  252.24,    135297.,  4518.,  2278.0,        0,    628.0,    40.0,   2946.0,
1984-07-31,   250.10,  252.17,    134377.,  -920.,       0,   -464.0,   1496.0,    43.0,   1075.0,
1984-08-01,   250.10,  252.00,    132144., -2233.,       0,  -1126.0,   2047.0,    46.0,    967.0,
1984-08-02,   250.10,  251.74,    128918., -3226.,       0,  -1626.0,   2045.0,    43.0,    462.0,
1984-08-03,   250.10,  251.45,    125319., -3599.,       0,  -1815.0,   2252.0,    40.0,    477.0,
1984-08-04,   250.10,  251.13,    121348., -3971.,       0,  -2002.0,   2371.0,    43.0,    412.0,
1984-08-05,   250.10,  250.78,    117181., -4167.,       0,  -2101.0,   2364.0,    37.0,    300.0,
1984-08-06,   250.10,  250.35,    112190., -4991.,       0,  -2516.0,   2563.0,    41.0,     88.0,
1984-08-07,   250.10,  250.15,    109868., -2322.,       0,  -1171.0,   1591.0,    44.0,    464.0,
1984-08-08,   250.10,  250.07,    108940.,  -928.,       0,   -468.0,    554.0,    47.0,    133.0,
1984-08-09,   250.10,  250.07,    108940.,     0.,     0.0,        0,    324.0,    48.0,    372.0,
1984-08-10,   250.10,  250.07,    108940.,     0.,     0.0,        0,    324.0,    46.0,    370.0,
1984-08-11,   250.10,  250.15,    109868.,   928.,   468.0,        0,    324.0,    39.0,    831.0,
1984-08-12,   250.10,  250.65,    115672.,  5804.,  2926.0,        0,    325.0,    39.0,   3290.0,
1984-08-13,   250.10,  250.75,    116833.,  1161.,   585.0,        0,    835.0,    44.0,   1464.0,
1984-08-14,   250.10,  250.65,    115672., -1161.,       0,   -585.0,   1894.0,    47.0,   1356.0,
1984-08-15,   250.10,  250.35,    112190., -3482.,       0,  -1756.0,   2226.0,    40.0,    510.0,
1984-08-16,   250.10,  250.15,    109868., -2322.,       0,  -1171.0,   1508.0,    48.0,    385.0,
1984-08-17,   250.10,  250.06,    108823., -1045.,       0,   -527.0,    557.0,    46.0,     76.0,
1984-08-18,   250.10,  249.99,    108019.,  -804.,       0,   -405.0,    496.0,    43.0,    134.0,
1984-08-19,   250.10,  249.91,    107154.,  -865.,       0,   -436.0,    496.0,    39.0,     99.0,
1984-08-20,   250.10,  249.85,    106505.,  -649.,       0,   -327.0,    334.0,    48.0,     55.0,
1984-08-21,   250.10,  249.83,    106289.,  -216.,       0,   -109.0,    215.0,    46.0,    152.0,
1984-08-22,   250.10,  249.80,    105964.,  -325.,       0,   -164.0,    237.0,    49.0,    122.0,
1984-08-23,   250.10,  249.78,    105748.,  -216.,       0,   -109.0,    237.0,    46.0,    174.0,
1984-08-24,   250.10,  249.75,    105424.,  -324.,       0,   -163.0,    183.0,    47.0,     67.0,
1984-08-25,   250.10,  249.71,    104991.,  -433.,       0,   -218.0,    150.0,    44.0,    -24.0,
1984-08-26,   250.10,  249.65,    104342.,  -649.,       0,   -327.0,    150.0,    43.0,   -134.0,
1984-08-27,   250.10,  249.61,    103910.,  -432.,       0,   -218.0,    205.0,    41.0,     28.0,
1984-08-28,   250.10,  249.56,    103369.,  -541.,       0,   -273.0,    237.0,    42.0,      6.0,
1984-08-29,   250.10,  249.55,    103261.,  -108.,       0,    -54.0,    237.0,    39.0,    222.0,
1984-08-30,   250.10,  249.55,    103261.,     0.,     0.0,        0,    237.0,    36.0,    273.0,
1984-08-31,   250.10,  249.50,    102721.,  -540.,       0,   -272.0,    237.0,    45.0,     10.0,
1984-09-01,   250.10,  249.52,    102937.,   216.,   109.0,        0,    235.0,    40.0,    384.0,
1984-09-02,   250.10,  249.52,    102937.,     0.,     0.0,        0,    235.0,    39.0,    274.0,
1984-09-03,   250.10,  249.51,    102829.,  -108.,       0,    -54.0,    324.0,    45.0,    315.0,
1984-09-04,   250.10,  249.51,    102829.,     0.,     0.0,        0,    300.0,    46.0,    346.0,
1984-09-05,   250.10,  249.51,    102829.,     0.,     0.0,        0,    333.0,    51.0,    384.0,
1984-09-06,   250.10,  249.10,     98395., -4434.,       0,  -2235.0,    449.0,    42.0,  -1744.0,
1984-09-07,   250.10,  249.03,     97638.,  -757.,       0,   -382.0,    349.0,    41.0,      8.0,
1984-09-08,   250.10,  248.97,     97027.,  -611.,       0,   -308.0,    264.0,    44.0,      0.0,
1984-09-09,   250.10,  248.91,     96454.,  -573.,       0,   -289.0,    264.0,    43.0,     18.0,
1984-09-10,   250.10,  248.85,     95881.,  -573.,       0,   -289.0,    264.0,    43.0,     18.0,
1984-09-11,   250.10,  248.79,     95307.,  -574.,       0,   -289.0,    264.0,    40.0,     15.0,
1984-09-12,   250.10,  248.73,     94734.,  -573.,       0,   -289.0,    264.0,    41.0,     16.0,
1984-09-13,   250.10,  248.67,     94161.,  -573.,       0,   -289.0,    264.0,    39.0,     14.0,
1984-09-14,   250.10,  248.62,     93683.,  -478.,       0,   -241.0,    192.0,    43.0,     -6.0,
1984-09-15,   250.10,  248.58,     93301.,  -382.,       0,   -193.0,    149.0,    44.0,      0.0,
1984-09-16,   250.10,  248.55,     93014.,  -287.,       0,   -145.0,    149.0,    40.0,     44.0,
1984-09-17,   250.10,  248.50,     92537.,  -477.,       0,   -240.0,    220.0,    47.0,     27.0,
1984-09-18,   250.10,  248.44,     91963.,  -574.,       0,   -289.0,    263.0,    44.0,     18.0,
1984-09-19,   250.10,  248.38,     91390.,  -573.,       0,   -289.0,    263.0,    45.0,     19.0,
1984-09-20,   250.10,  248.26,     90243., -1147.,       0,   -578.0,    227.0,    50.0,   -301.0,
1984-09-21,   250.10,  248.21,     89766.,  -477.,       0,   -240.0,    205.0,    47.0,     12.0,
