date,source,volume_percent,daily_rainfall,monthly_rainfall,historical_monthly_rainfall
6/25/2010,sistemaCantareira,97,0.1,14.5,58.1
6/26/2010,sistemaCantareira,96.9,0,14.5,58.1
6/27/2010,sistemaCantareira,96.8,0.9,15.4,58.1
6/28/2010,sistemaCantareira,96.7,0,15.4,58.1
6/29/2010,sistemaCantareira,96.6,0.1,15.5,58.1
6/30/2010,sistemaCantareira,96.4,0,15.5,58.1
7/1/2010,sistemaCantareira,96.3,0.1,0.1,49.9
7/2/2010,sistemaCantareira,96.2,0.1,0.2,49.9
7/3/2010,sistemaCantareira,96,0,0.2,49.9
7/4/2010,sistemaCantareira,95.9,0.1,0.2,49.9
7/5/2010,sistemaCantareira,95.8,0,0.2,49.9
7/6/2010,sistemaCantareira,95.7,0.1,0.3,49.9
7/7/2010,sistemaCantareira,95.5,0.1,0.3,49.9
7/8/2010,sistemaCantareira,95.4,0,0.3,49.9
7/9/2010,sistemaCantareira,95.3,0,0.3,49.9
7/10/2010,sistemaCantareira,95.1,0,0.3,49.9
7/11/2010,sistemaCantareira,95,0,0.3,49.9
7/12/2010,sistemaCantareira,94.9,1.2,1.5,49.9
7/13/2010,sistemaCantareira,94.8,0.1,1.6,49.9
7/14/2010,sistemaCantareira,95.1,38,39.5,49.9
7/15/2010,sistemaCantareira,95.5,21.6,61.1,49.9
7/16/2010,sistemaCantareira,95.9,19.7,80.8,49.9
7/17/2010,sistemaCantareira,96,0.3,81.1,49.9
7/18/2010,sistemaCantareira,96,0.1,81.2,49.9
7/19/2010,sistemaCantareira,95.9,0,81.2,49.9
7/20/2010,sistemaCantareira,95.8,0,81.2,49.9
7/21/2010,sistemaCantareira,95.7,0,81.2,49.9
7/22/2010,sistemaCantareira,95.7,0.1,81.3,49.9
7/23/2010,sistemaCantareira,95.6,0,81.3,49.9
7/24/2010,sistemaCantareira,95.5,0,81.3,49.9
7/25/2010,sistemaCantareira,95.3,0,81.3,49.9
7/26/2010,sistemaCantareira,95.2,0,81.3,49.9
7/27/2010,sistemaCantareira,95.1,0,81.3,49.9
7/28/2010,sistemaCantareira,95,0,81.3,49.9
7/29/2010,sistemaCantareira,94.9,0,81.3,49.9
7/30/2010,sistemaCantareira,94.8,0,81.3,49.9
7/31/2010,sistemaCantareira,94.6,0,81.3,49.9
8/1/2010,sistemaCantareira,94.5,0,0,39.2
8/2/2010,sistemaCantareira,94.4,0,0,39.2
8/3/2010,sistemaCantareira,94.3,0,0,39.2
8/4/2010,sistemaCantareira,94.1,0.1,0.1,39.2
8/5/2010,sistemaCantareira,94,0.7,0.8,39.2
8/6/2010,sistemaCantareira,93.9,0,0.8,39.2
8/7/2010,sistemaCantareira,93.7,0,0.8,39.2
8/8/2010,sistemaCantareira,93.5,0.1,0.9,39.2
8/9/2010,sistemaCantareira,93.4,0,0.9,39.2
8/10/2010,sistemaCantareira,93.2,0,0.9,39.2
8/11/2010,sistemaCantareira,93.1,0,0.9,39.2
8/12/2010,sistemaCantareira,93,0,0.9,39.2
8/13/2010,sistemaCantareira,92.8,0,0.9,39.2
8/14/2010,sistemaCantareira,92.6,0.1,0.9,39.2
8/15/2010,sistemaCantareira,92.4,0,0.9,39.2
8/16/2010,sistemaCantareira,92.2,0,0.9,39.2
8/17/2010,sistemaCantareira,92,0,0.9,39.2
8/18/2010,sistemaCantareira,91.8,0,0.9,39.2
8/19/2010,sistemaCantareira,91.6,0,0.9,39.2
8/20/2010,sistemaCantareira,91.4,0.1,1,39.2
8/21/2010,sistemaCantareira,91.3,0,1,39.2
8/22/2010,sistemaCantareira,91.1,0,1,39.2
8/23/2010,sistemaCantareira,90.9,0,1,39.2
8/24/2010,sistemaCantareira,90.7,0.1,1,39.2
8/25/2010,sistemaCantareira,90.4,0,1,39.2
8/26/2010,sistemaCantareira,90.2,0,1,39.2
8/27/2010,sistemaCantareira,90.1,0,1,39.2
8/28/2010,sistemaCantareira,89.9,0,1,39.2
8/29/2010,sistemaCantareira,89.7,0,1,39.2
8/30/2010,sistemaCantareira,89.4,0,1,39.2
8/31/2010,sistemaCantareira,89.2,0,1,39.2
9/1/2010,sistemaCantareira,89,0,0,95.3
9/2/2010,sistemaCantareira,88.8,0,0,95.3
9/3/2010,sistemaCantareira,88.6,0,0,95.3
9/4/2010,sistemaCantareira,88.3,0,0,95.3
9/5/2010,sistemaCantareira,88.2,0,0,95.3
9/6/2010,sistemaCantareira,88,0,0,95.3
9/7/2010,sistemaCantareira,87.7,0,0,95.3
9/8/2010,sistemaCantareira,87.6,9.6,9.6,95.3
9/9/2010,sistemaCantareira,87.3,0,9.6,95.3
9/10/2010,sistemaCantareira,87.1,0,9.6,95.3
9/11/2010,sistemaCantareira,86.8,0,9.6,95.3
9/12/2010,sistemaCantareira,86.5,0,9.6,95.3
9/13/2010,sistemaCantareira,86.3,0,9.6,95.3
9/14/2010,sistemaCantareira,86,0,9.6,95.3
9/15/2010,sistemaCantareira,85.8,0,9.6,95.3
9/16/2010,sistemaCantareira,85.5,0.1,9.7,95.3
9/17/2010,sistemaCantareira,85.2,0,9.7,95.3
9/18/2010,sistemaCantareira,85,0,9.7,95.3
9/19/2010,sistemaCantareira,84.7,0,9.7,95.3
9/20/2010,sistemaCantareira,84.5,0,9.7,95.3
9/21/2010,sistemaCantareira,84.3,6.8,16.4,95.3
9/22/2010,sistemaCantareira,84.2,7.8,24.3,95.3
9/23/2010,sistemaCantareira,83.9,0,24.3,95.3
9/24/2010,sistemaCantareira,83.7,4.1,28.4,95.3
9/25/2010,sistemaCantareira,83.5,9.9,38.3,95.3
9/26/2010,sistemaCantareira,83.3,2.1,40.3,95.3
9/27/2010,sistemaCantareira,83.4,21.8,62.2,95.3
9/28/2010,sistemaCantareira,83.4,8.4,70.6,95.3
9/29/2010,sistemaCantareira,83.3,0.1,70.7,95.3
9/30/2010,sistemaCantareira,83.1,0.8,71.4,95.3
10/1/2010,sistemaCantareira,83,0,0,132.8
10/2/2010,sistemaCantareira,82.9,10.8,10.8,132.8
10/3/2010,sistemaCantareira,82.7,4.8,15.6,132.8
10/4/2010,sistemaCantareira,82.6,0.5,16,132.8
10/5/2010,sistemaCantareira,82.4,0,16,132.8
10/6/2010,sistemaCantareira,82.2,0,16,132.8
10/7/2010,sistemaCantareira,82,0,16,132.8
10/8/2010,sistemaCantareira,82,10.3,26.3,132.8
10/9/2010,sistemaCantareira,81.8,0.1,26.4,132.8
10/10/2010,sistemaCantareira,81.6,0.4,26.7,132.8
10/11/2010,sistemaCantareira,81.4,0.1,26.8,132.8
10/12/2010,sistemaCantareira,81.2,0,26.8,132.8
10/13/2010,sistemaCantareira,81,0,26.8,132.8
10/14/2010,sistemaCantareira,80.7,0,26.8,132.8
10/15/2010,sistemaCantareira,80.5,0.1,26.9,132.8
10/16/2010,sistemaCantareira,80.3,2,28.9,132.8
10/17/2010,sistemaCantareira,80,0.1,29,132.8
10/18/2010,sistemaCantareira,79.7,14.1,43.1,132.8
10/19/2010,sistemaCantareira,79.6,4.1,47.1,132.8
10/20/2010,sistemaCantareira,79.4,0.1,47.2,132.8
10/21/2010,sistemaCantareira,79.2,0,47.2,132.8
10/22/2010,sistemaCantareira,79,0,47.2,132.8
10/23/2010,sistemaCantareira,78.8,0,47.2,132.8
10/24/2010,sistemaCantareira,78.5,4.3,51.5,132.8
10/25/2010,sistemaCantareira,78.3,0,51.5,132.8
10/26/2010,sistemaCantareira,78.1,18.5,70,132.8
10/27/2010,sistemaCantareira,77.8,0,70,132.8
10/28/2010,sistemaCantareira,77.6,0,70,132.8
10/29/2010,sistemaCantareira,77.4,0,70,132.8
10/30/2010,sistemaCantareira,77.1,0,70,132.8
10/31/2010,sistemaCantareira,77,21.4,91.4,132.8
11/1/2010,sistemaCantareira,76.9,0.3,0.3,161.8
11/2/2010,sistemaCantareira,76.7,0.2,0.5,161.8
11/3/2010,sistemaCantareira,76.5,0,0.5,161.8
11/4/2010,sistemaCantareira,76.2,0,0.5,161.8
11/5/2010,sistemaCantareira,76,0,0.5,161.8
11/6/2010,sistemaCantareira,75.8,10.6,11,161.8
11/7/2010,sistemaCantareira,75.7,6.5,17.5,161.8
11/8/2010,sistemaCantareira,75.5,0,17.5,161.8
11/9/2010,sistemaCantareira,75.3,0.1,17.6,161.8
11/10/2010,sistemaCantareira,75.1,17.2,34.8,161.8
11/11/2010,sistemaCantareira,74.9,0.2,35,161.8
11/12/2010,sistemaCantareira,74.7,0,35,161.8
11/13/2010,sistemaCantareira,74.5,3.8,38.8,161.8
11/14/2010,sistemaCantareira,74.3,0.2,39,161.8
11/15/2010,sistemaCantareira,74,0,39,161.8
11/16/2010,sistemaCantareira,73.8,8.4,47.4,161.8
11/17/2010,sistemaCantareira,74.1,32.9,80.4,161.8
11/18/2010,sistemaCantareira,74.2,19.3,99.6,161.8
11/19/2010,sistemaCantareira,74.2,0,99.6,161.8
11/20/2010,sistemaCantareira,74.1,0,99.6,161.8
11/21/2010,sistemaCantareira,73.9,0,99.6,161.8
11/22/2010,sistemaCantareira,73.6,2.2,101.9,161.8
11/23/2010,sistemaCantareira,73.6,14.7,116.6,161.8
11/24/2010,sistemaCantareira,73.4,1.4,118,161.8
11/25/2010,sistemaCantareira,73.3,1.8,119.7,161.8
11/26/2010,sistemaCantareira,73.2,17.1,136.8,161.8
11/27/2010,sistemaCantareira,73.1,0.2,137,161.8
11/28/2010,sistemaCantareira,72.9,0,137,161.8
11/29/2010,sistemaCantareira,72.8,0,137,161.8
11/30/2010,sistemaCantareira,72.7,18.7,155.7,161.8
12/1/2010,sistemaCantareira,72.4,3.2,3.2,222.5
12/2/2010,sistemaCantareira,72.3,1.5,4.7,222.5
12/3/2010,sistemaCantareira,72.1,3.9,8.6,222.5
12/4/2010,sistemaCantareira,72,7.2,15.8,222.5
12/5/2010,sistemaCantareira,71.9,2.3,18.1,222.5
12/6/2010,sistemaCantareira,72.3,31.1,49.2,222.5
12/7/2010,sistemaCantareira,72.6,0,49.2,222.5
12/8/2010,sistemaCantareira,72.6,0,49.2,222.5
12/9/2010,sistemaCantareira,72.6,4.2,53.3,222.5
12/10/2010,sistemaCantareira,72.5,0.1,53.4,222.5
12/11/2010,sistemaCantareira,72.3,0,53.4,222.5
12/12/2010,sistemaCantareira,72.3,6.1,59.4,222.5
12/13/2010,sistemaCantareira,72.4,26.9,86.3,222.5
12/14/2010,sistemaCantareira,72.4,16.3,102.6,222.5
12/15/2010,sistemaCantareira,72.5,8.6,111.2,222.5
12/16/2010,sistemaCantareira,72.4,1.1,112.2,222.5
12/17/2010,sistemaCantareira,72.9,29.2,141.4,222.5
12/18/2010,sistemaCantareira,72.9,0.8,142.2,222.5
12/19/2010,sistemaCantareira,73,2.6,144.8,222.5
12/20/2010,sistemaCantareira,73,4.9,149.8,222.5
12/21/2010,sistemaCantareira,73,3.5,153.3,222.5
12/22/2010,sistemaCantareira,73,1.7,155,222.5
12/23/2010,sistemaCantareira,73.2,21.8,176.7,222.5
12/24/2010,sistemaCantareira,73.3,1.9,178.6,222.5
12/25/2010,sistemaCantareira,73.3,0,178.6,222.5
12/26/2010,sistemaCantareira,73.3,6.8,185.5,222.5
12/27/2010,sistemaCantareira,74.4,57.2,242.7,222.5
12/28/2010,sistemaCantareira,74.8,2.5,245.2,222.5
12/29/2010,sistemaCantareira,75,0.1,245.3,222.5
12/30/2010,sistemaCantareira,75.1,0.1,245.3,222.5
12/31/2010,sistemaCantareira,75,1.1,246.5,222.5
1/1/2011,sistemaCantareira,74.9,0.1,0.1,255.9
1/2/2011,sistemaCantareira,75.3,36.3,36.4,255.9
1/3/2011,sistemaCantareira,76.3,50.1,86.5,255.9
1/4/2011,sistemaCantareira,78.9,44,130.4,255.9
1/5/2011,sistemaCantareira,80.6,8.2,138.6,255.9
1/6/2011,sistemaCantareira,81.8,13.3,152,255.9
1/7/2011,sistemaCantareira,82.9,13.2,165.1,255.9
1/8/2011,sistemaCantareira,83.8,3.8,168.9,255.9
1/9/2011,sistemaCantareira,84.4,8.9,177.8,255.9
1/10/2011,sistemaCantareira,85,9.4,187.2,255.9
1/11/2011,sistemaCantareira,86.5,89.7,276.9,255.9
1/12/2011,sistemaCantareira,88.2,19.1,296,255.9
1/13/2011,sistemaCantareira,89.3,45.9,341.9,255.9
1/14/2011,sistemaCantareira,92.5,34,375.9,255.9
1/15/2011,sistemaCantareira,94,18.9,394.8,255.9
1/16/2011,sistemaCantareira,94.4,0,394.8,255.9
1/17/2011,sistemaCantareira,95,25.7,420.5,255.9
1/18/2011,sistemaCantareira,95.6,14.5,435,255.9
1/19/2011,sistemaCantareira,96.1,18.7,453.7,255.9
1/20/2011,sistemaCantareira,96.2,4.3,458,255.9
1/21/2011,sistemaCantareira,96.4,3.7,461.7,255.9
1/22/2011,sistemaCantareira,96.4,0,461.7,255.9
1/23/2011,sistemaCantareira,96.2,1.9,463.6,255.9
1/24/2011,sistemaCantareira,95.9,2.1,465.7,255.9
1/25/2011,sistemaCantareira,95.5,0,465.7,255.9
1/26/2011,sistemaCantareira,95.1,5.5,471.2,255.9
1/27/2011,sistemaCantareira,94.7,10.2,481.4,255.9
1/28/2011,sistemaCantareira,94.3,4.7,486.1,255.9
1/29/2011,sistemaCantareira,93.9,0.2,486.2,255.9
1/30/2011,sistemaCantareira,93.4,0.1,486.3,255.9
1/31/2011,sistemaCantareira,92.8,0,486.3,255.9
2/1/2011,sistemaCantareira,92.3,7.6,7.6,206.5
2/2/2011,sistemaCantareira,91.8,0,7.6,206.5
2/3/2011,sistemaCantareira,91.6,10.2,17.8,206.5
2/4/2011,sistemaCantareira,91.3,0.6,18.4,206.5
2/5/2011,sistemaCantareira,90.7,0.4,18.8,206.5
2/6/2011,sistemaCantareira,90.1,0.1,18.8,206.5
2/7/2011,sistemaCantareira,89.5,1,19.9,206.5
2/8/2011,sistemaCantareira,89,0,19.9,206.5
2/9/2011,sistemaCantareira,88.7,0.9,20.7,206.5
2/10/2011,sistemaCantareira,88.4,0.6,21.3,206.5
2/11/2011,sistemaCantareira,88.2,0.3,21.6,206.5
2/12/2011,sistemaCantareira,88.1,18.6,40.3,206.5
2/13/2011,sistemaCantareira,87.9,0.1,40.4,206.5
2/14/2011,sistemaCantareira,87.7,2,42.4,206.5
2/15/2011,sistemaCantareira,87.7,22.4,64.7,206.5
2/16/2011,sistemaCantareira,87.8,18.8,83.6,206.5
2/17/2011,sistemaCantareira,87.8,14.2,97.7,206.5
2/18/2011,sistemaCantareira,87.8,2,99.7,206.5
2/19/2011,sistemaCantareira,87.6,2.3,102,206.5
2/20/2011,sistemaCantareira,87.4,0.1,102.1,206.5
2/21/2011,sistemaCantareira,87.2,0.1,102.2,206.5
2/22/2011,sistemaCantareira,87.1,3.7,105.9,206.5
2/23/2011,sistemaCantareira,86.8,13.4,119.3,206.5
2/24/2011,sistemaCantareira,86.7,3.6,122.9,206.5
2/25/2011,sistemaCantareira,86.5,2.9,125.8,206.5
2/26/2011,sistemaCantareira,86.3,2.7,128.5,206.5
2/27/2011,sistemaCantareira,86.2,0,128.5,206.5
2/28/2011,sistemaCantareira,86.3,35.3,163.7,206.5
3/1/2011,sistemaCantareira,87.7,56,56,184.1
3/2/2011,sistemaCantareira,88.1,1.8,57.8,184.1
3/3/2011,sistemaCantareira,88.3,19.9,77.7,184.1
3/4/2011,sistemaCantareira,88.6,5.5,83.3,184.1
3/5/2011,sistemaCantareira,88.8,9.6,92.9,184.1
3/6/2011,sistemaCantareira,89,7.2,100.1,184.1
3/7/2011,sistemaCantareira,89.3,4.3,104.4,184.1
3/8/2011,sistemaCantareira,89.4,1.9,106.3,184.1
3/9/2011,sistemaCantareira,89.5,0.6,106.9,184.1
3/10/2011,sistemaCantareira,89.6,0.1,107,184.1
3/11/2011,sistemaCantareira,89.6,0,107,184.1
3/12/2011,sistemaCantareira,89.5,0.1,107.1,184.1
3/13/2011,sistemaCantareira,89.3,1.3,108.4,184.1
3/14/2011,sistemaCantareira,89,0,108.4,184.1
3/15/2011,sistemaCantareira,88.8,0.1,108.5,184.1
3/16/2011,sistemaCantareira,88.4,0.4,108.9,184.1
3/17/2011,sistemaCantareira,88.2,0.9,109.8,184.1
3/18/2011,sistemaCantareira,88.1,0.4,110.1,184.1
3/19/2011,sistemaCantareira,88.1,9.9,120,184.1
3/20/2011,sistemaCantareira,88.2,1.7,121.7,184.1
3/21/2011,sistemaCantareira,88.1,1.9,123.6,184.1
3/22/2011,sistemaCantareira,88,0.5,124.1,184.1
3/23/2011,sistemaCantareira,87.9,0,124.1,184.1
3/24/2011,sistemaCantareira,87.7,0,124.1,184.1
3/25/2011,sistemaCantareira,87.5,0.5,124.6,184.1
3/26/2011,sistemaCantareira,87.3,0.2,124.7,184.1
3/27/2011,sistemaCantareira,87.1,0,124.7,184.1
3/28/2011,sistemaCantareira,86.9,0.1,124.8,184.1
3/29/2011,sistemaCantareira,86.8,0.1,124.8,184.1
3/30/2011,sistemaCantareira,87.1,5.5,130.3,184.1
3/31/2011,sistemaCantareira,87.3,2,132.3,184.1
4/1/2011,sistemaCantareira,87.4,0,0,89.3
4/2/2011,sistemaCantareira,87.5,0.2,0.2,89.3
4/3/2011,sistemaCantareira,88.1,20.3,20.5,89.3
4/4/2011,sistemaCantareira,88.4,10.8,31.3,89.3
4/5/2011,sistemaCantareira,88.8,6.1,37.4,89.3
4/6/2011,sistemaCantareira,89.1,9.6,46.9,89.3
4/7/2011,sistemaCantareira,89.4,0.1,47,89.3
4/8/2011,sistemaCantareira,89.6,0.1,47,89.3
4/9/2011,sistemaCantareira,89.7,0.1,47.1,89.3
4/10/2011,sistemaCantareira,89.8,2.9,50,89.3
4/11/2011,sistemaCantareira,90.2,19.2,69.2,89.3
4/12/2011,sistemaCantareira,90.5,0.4,69.6,89.3
4/13/2011,sistemaCantareira,91.2,26.7,96.3,89.3
4/14/2011,sistemaCantareira,91.5,0.2,96.4,89.3
4/15/2011,sistemaCantareira,91.7,0.2,96.6,89.3
4/16/2011,sistemaCantareira,91.9,0.1,96.7,89.3
4/17/2011,sistemaCantareira,92.2,0.1,96.7,89.3
4/18/2011,sistemaCantareira,92.2,0.1,96.8,89.3
4/19/2011,sistemaCantareira,92.4,0,96.8,89.3
4/20/2011,sistemaCantareira,92.4,0.1,96.8,89.3
4/21/2011,sistemaCantareira,92.5,0,96.8,89.3
4/22/2011,sistemaCantareira,92.5,0.1,96.9,89.3
4/23/2011,sistemaCantareira,92.5,0,96.9,89.3
4/24/2011,sistemaCantareira,92.6,0,96.9,89.3
4/25/2011,sistemaCantareira,92.7,0,96.9,89.3
4/26/2011,sistemaCantareira,93,3,99.9,89.3
4/27/2011,sistemaCantareira,93,0.1,99.9,89.3
4/28/2011,sistemaCantareira,93.1,2.3,102.2,89.3
4/29/2011,sistemaCantareira,93.2,4.7,106.9,89.3
4/30/2011,sistemaCantareira,93.3,2.2,109.1,89.3
5/1/2011,sistemaCantareira,93.3,0.1,0.1,83.2
5/2/2011,sistemaCantareira,93.5,11.1,11.2,83.2
5/3/2011,sistemaCantareira,93.6,3,14.2,83.2
5/4/2011,sistemaCantareira,93.7,0.3,14.5,83.2
5/5/2011,sistemaCantareira,93.7,0,14.5,83.2
5/6/2011,sistemaCantareira,93.7,0,14.5,83.2
5/7/2011,sistemaCantareira,93.7,0.2,14.7,83.2
5/8/2011,sistemaCantareira,93.7,0.3,14.9,83.2
5/9/2011,sistemaCantareira,93.7,0.2,15.1,83.2
5/10/2011,sistemaCantareira,93.7,0.2,15.3,83.2
5/11/2011,sistemaCantareira,93.7,0.1,15.3,83.2
5/12/2011,sistemaCantareira,93.7,0,15.3,83.2
5/13/2011,sistemaCantareira,93.6,0.1,15.4,83.2
5/14/2011,sistemaCantareira,93.6,0,15.4,83.2
5/15/2011,sistemaCantareira,93.5,0,15.4,83.2
5/16/2011,sistemaCantareira,93.5,8.7,24.1,83.2
5/17/2011,sistemaCantareira,93.5,1.7,25.7,83.2
5/18/2011,sistemaCantareira,93.5,0.1,25.8,83.2
5/19/2011,sistemaCantareira,93.5,0.1,25.9,83.2
5/20/2011,sistemaCantareira,93.5,0,25.9,83.2
5/21/2011,sistemaCantareira,93.4,0.1,26,83.2
5/22/2011,sistemaCantareira,93.4,0.2,26.2,83.2
5/23/2011,sistemaCantareira,93.3,0.1,26.3,83.2
5/24/2011,sistemaCantareira,93.3,0.2,26.4,83.2
5/25/2011,sistemaCantareira,93.1,0.1,26.5,83.2
5/26/2011,sistemaCantareira,93.1,0.1,26.6,83.2
5/27/2011,sistemaCantareira,93,0,26.6,83.2
5/28/2011,sistemaCantareira,93,0.1,26.7,83.2
5/29/2011,sistemaCantareira,92.9,0,26.7,83.2
5/30/2011,sistemaCantareira,92.8,0.1,26.8,83.2
5/31/2011,sistemaCantareira,92.7,0.1,26.9,83.2
6/1/2011,sistemaCantareira,92.6,0,0,56
6/2/2011,sistemaCantareira,92.5,0,0,56
6/3/2011,sistemaCantareira,92.5,0.1,0.1,56
6/4/2011,sistemaCantareira,92.4,0.1,0.1,56
6/5/2011,sistemaCantareira,92.3,0,0.1,56
6/6/2011,sistemaCantareira,92.3,0,0.1,56
6/7/2011,sistemaCantareira,92.2,0.1,0.2,56
6/8/2011,sistemaCantareira,92.2,20.8,21,56
6/9/2011,sistemaCantareira,92.2,0,21,56
6/10/2011,sistemaCantareira,92.5,23.3,44.2,56
6/11/2011,sistemaCantareira,92.5,0.2,44.4,56
6/12/2011,sistemaCantareira,92.6,0.1,44.5,56
6/13/2011,sistemaCantareira,92.6,0.1,44.6,56
6/14/2011,sistemaCantareira,92.5,0.2,44.8,56
6/15/2011,sistemaCantareira,92.4,0.1,44.8,56
6/16/2011,sistemaCantareira,92.4,0.2,45,56
6/17/2011,sistemaCantareira,92.3,0.1,45.1,56
6/18/2011,sistemaCantareira,92.2,0.2,45.2,56
6/19/2011,sistemaCantareira,92.1,0.1,45.3,56
6/20/2011,sistemaCantareira,92,0.2,45.5,56
6/21/2011,sistemaCantareira,91.9,0.1,45.6,56
6/22/2011,sistemaCantareira,91.8,0.2,45.8,56
6/23/2011,sistemaCantareira,91.7,0,45.8,56
6/24/2011,sistemaCantareira,91.7,0,45.8,56
6/25/2011,sistemaCantareira,91.6,0,45.8,56
6/26/2011,sistemaCantareira,91.4,0.1,45.8,56
6/27/2011,sistemaCantareira,91.3,8.4,54.2,56
6/28/2011,sistemaCantareira,91.3,0.7,54.9,56
6/29/2011,sistemaCantareira,91.3,0.2,55.1,56
6/30/2011,sistemaCantareira,91.2,0.1,55.1,56
7/1/2011,sistemaCantareira,91.1,0.1,0.1,49.9
7/2/2011,sistemaCantareira,91,0.1,0.2,49.9
7/3/2011,sistemaCantareira,91,0,0.2,49.9
7/4/2011,sistemaCantareira,90.8,0.1,0.2,49.9
7/5/2011,sistemaCantareira,90.7,0,0.2,49.9
7/6/2011,sistemaCantareira,90.6,0.1,0.3,49.9
7/7/2011,sistemaCantareira,90.5,0.1,0.4,49.9
7/8/2011,sistemaCantareira,90.5,0,0.4,49.9
7/9/2011,sistemaCantareira,90.3,0.1,0.5,49.9
7/10/2011,sistemaCantareira,90.2,0.2,0.6,49.9
7/11/2011,sistemaCantareira,90.1,0.1,0.7,49.9
7/12/2011,sistemaCantareira,90,0,0.7,49.9
7/13/2011,sistemaCantareira,89.8,0,0.7,49.9
7/14/2011,sistemaCantareira,89.7,0,0.7,49.9
7/15/2011,sistemaCantareira,89.5,0,0.7,49.9
7/16/2011,sistemaCantareira,89.4,0.1,0.8,49.9
7/17/2011,sistemaCantareira,89.3,0.1,0.9,49.9
7/18/2011,sistemaCantareira,89.1,0.1,0.9,49.9
7/19/2011,sistemaCantareira,89,0.1,1,49.9
7/20/2011,sistemaCantareira,88.9,0.1,1.1,49.9
7/21/2011,sistemaCantareira,88.7,0,1.1,49.9
7/22/2011,sistemaCantareira,88.6,0,1.1,49.9
7/23/2011,sistemaCantareira,88.4,0,1.1,49.9
7/24/2011,sistemaCantareira,88.3,0,1.1,49.9
7/25/2011,sistemaCantareira,88.2,0,1.1,49.9
7/26/2011,sistemaCantareira,88,0.1,1.1,49.9
7/27/2011,sistemaCantareira,87.9,0.2,1.3,49.9
7/28/2011,sistemaCantareira,87.7,0.1,1.4,49.9
7/29/2011,sistemaCantareira,87.5,0,1.4,49.9
7/30/2011,sistemaCantareira,87.3,0,1.4,49.9
7/31/2011,sistemaCantareira,87.2,2.9,4.2,49.9
8/1/2011,sistemaCantareira,87.1,0,0,36.9
8/2/2011,sistemaCantareira,86.9,0.2,0.2,36.9
8/3/2011,sistemaCantareira,86.6,0.4,0.6,36.9
8/4/2011,sistemaCantareira,86.5,3.8,4.4,36.9
8/5/2011,sistemaCantareira,86.3,0.1,4.4,36.9
8/6/2011,sistemaCantareira,86.1,0,4.4,36.9
8/7/2011,sistemaCantareira,85.9,0,4.4,36.9
8/8/2011,sistemaCantareira,85.7,0,4.4,36.9
8/9/2011,sistemaCantareira,85.6,0,4.4,36.9
8/10/2011,sistemaCantareira,85.4,0.6,5,36.9
8/11/2011,sistemaCantareira,85.2,1.1,6.1,36.9
8/12/2011,sistemaCantareira,85,0,6.1,36.9
8/13/2011,sistemaCantareira,84.8,0.1,6.1,36.9
8/14/2011,sistemaCantareira,84.6,0.1,6.2,36.9
8/15/2011,sistemaCantareira,84.4,0,6.2,36.9
8/16/2011,sistemaCantareira,84.2,0.1,6.3,36.9
8/17/2011,sistemaCantareira,83.9,0,6.3,36.9
8/18/2011,sistemaCantareira,83.8,0,6.3,36.9
8/19/2011,sistemaCantareira,83.5,0.1,6.3,36.9
8/20/2011,sistemaCantareira,83.3,0.8,7.1,36.9
8/21/2011,sistemaCantareira,83.3,14.8,21.9,36.9
8/22/2011,sistemaCantareira,83.1,0,21.9,36.9
8/23/2011,sistemaCantareira,83,2.8,24.7,36.9
8/24/2011,sistemaCantareira,82.8,0.2,24.9,36.9
8/25/2011,sistemaCantareira,82.6,0,24.9,36.9
8/26/2011,sistemaCantareira,82.4,0.3,25.1,36.9
8/27/2011,sistemaCantareira,82.2,0.3,25.4,36.9
8/28/2011,sistemaCantareira,81.9,0,25.4,36.9
8/29/2011,sistemaCantareira,81.7,0,25.4,36.9
8/30/2011,sistemaCantareira,81.4,0,25.4,36.9
8/31/2011,sistemaCantareira,81.2,1.6,27,36.9
9/1/2011,sistemaCantareira,81.3,18.7,18.7,91.9
9/2/2011,sistemaCantareira,81.1,0.1,18.8,91.9
9/3/2011,sistemaCantareira,80.9,0,18.8,91.9
9/4/2011,sistemaCantareira,80.6,0.2,18.9,91.9
9/5/2011,sistemaCantareira,80.4,0.1,19,91.9
9/6/2011,sistemaCantareira,80.3,0,19,91.9
9/7/2011,sistemaCantareira,80,0,19,91.9
9/8/2011,sistemaCantareira,79.7,0.1,19,91.9
9/9/2011,sistemaCantareira,79.5,0,19,91.9
9/10/2011,sistemaCantareira,79.3,0,19,91.9
9/11/2011,sistemaCantareira,79.1,0.1,19.1,91.9
9/12/2011,sistemaCantareira,78.8,0.1,19.2,91.9
9/13/2011,sistemaCantareira,78.6,0,19.2,91.9
9/14/2011,sistemaCantareira,78.3,0.1,19.2,91.9
9/15/2011,sistemaCantareira,78,0.1,19.3,91.9
9/16/2011,sistemaCantareira,77.8,0.1,19.4,91.9
9/17/2011,sistemaCantareira,77.6,0,19.4,91.9
9/18/2011,sistemaCantareira,77.3,0.1,19.4,91.9
9/19/2011,sistemaCantareira,77,0.1,19.5,91.9
9/20/2011,sistemaCantareira,76.8,0,19.5,91.9
9/21/2011,sistemaCantareira,76.5,0,19.5,91.9
9/22/2011,sistemaCantareira,76.3,0.4,19.8,91.9
9/23/2011,sistemaCantareira,76,0.1,19.9,91.9
9/24/2011,sistemaCantareira,75.7,1.2,21,91.9
