date,source,volume_percent,daily_rainfall,monthly_rainfall,historical_monthly_rainfall
1/1/2003,sistemaCantareira,42.5,0,0,253
1/2/2003,sistemaCantareira,42.3,11.1,11.1,253
1/3/2003,sistemaCantareira,42.3,8.6,19.6,253
1/4/2003,sistemaCantareira,42.3,14.3,33.9,253
1/5/2003,sistemaCantareira,42.4,12.7,46.5,253
1/6/2003,sistemaCantareira,42.4,23.8,70.4,253
1/7/2003,sistemaCantareira,42.5,0,70.4,253
1/8/2003,sistemaCantareira,42.5,0,70.4,253
1/9/2003,sistemaCantareira,42.6,0,70.4,253
1/10/2003,sistemaCantareira,42.3,0,70.4,253
1/11/2003,sistemaCantareira,42.4,25,95.4,253
1/12/2003,sistemaCantareira,42.6,8.3,103.7,253
1/13/2003,sistemaCantareira,43,23.3,127.1,253
1/14/2003,sistemaCantareira,42.9,2.8,129.9,253
1/15/2003,sistemaCantareira,42.8,0,129.9,253
1/16/2003,sistemaCantareira,42.8,0,129.9,253
1/17/2003,sistemaCantareira,43.3,43.4,173.2,253
1/18/2003,sistemaCantareira,44.6,42.6,215.8,253
1/19/2003,sistemaCantareira,45.3,6.4,222.3,253
1/20/2003,sistemaCantareira,46.1,30,252.2,253
1/21/2003,sistemaCantareira,46.7,0,252.2,253
1/22/2003,sistemaCantareira,48.1,49.6,301.9,253
1/23/2003,sistemaCantareira,49.2,18.2,320,253
1/24/2003,sistemaCantareira,50.1,22.2,342.3,253
1/25/2003,sistemaCantareira,51.1,1.1,343.3,253
1/26/2003,sistemaCantareira,52.1,4.1,347.5,253
1/27/2003,sistemaCantareira,53.3,18.5,366,253
1/28/2003,sistemaCantareira,54.4,16.9,382.9,253
1/29/2003,sistemaCantareira,56,18.2,401.1,253
1/30/2003,sistemaCantareira,57.5,4.3,405.3,253
1/31/2003,sistemaCantareira,59.1,5.1,410.4,253
2/1/2003,sistemaCantareira,60.4,10.8,10.8,214.2
2/2/2003,sistemaCantareira,61.1,0.3,11,214.2
2/3/2003,sistemaCantareira,61.5,0,11,214.2
2/4/2003,sistemaCantareira,61.9,0,11,214.2
2/5/2003,sistemaCantareira,62.1,0.5,11.5,214.2
2/6/2003,sistemaCantareira,62.6,0.3,11.9,214.2
2/7/2003,sistemaCantareira,62.9,6.5,18.4,214.2
2/8/2003,sistemaCantareira,63,0.3,18.7,214.2
2/9/2003,sistemaCantareira,63.2,0,18.7,214.2
2/10/2003,sistemaCantareira,63.3,0,18.7,214.2
2/11/2003,sistemaCantareira,63.4,0.3,19,214.2
2/12/2003,sistemaCantareira,63.4,0,19,214.2
2/13/2003,sistemaCantareira,63.2,1.4,20.3,214.2
2/14/2003,sistemaCantareira,63.6,13.7,34,214.2
2/15/2003,sistemaCantareira,63.6,2.6,36.6,214.2
2/16/2003,sistemaCantareira,63.8,8.3,45,214.2
2/17/2003,sistemaCantareira,63.8,3.4,48.3,214.2
2/18/2003,sistemaCantareira,64.7,40.6,89,214.2
2/19/2003,sistemaCantareira,65,5,94,214.2
2/20/2003,sistemaCantareira,65.2,4.3,98.3,214.2
2/21/2003,sistemaCantareira,65.5,0.9,99.2,214.2
2/22/2003,sistemaCantareira,65.6,1.5,100.7,214.2
2/23/2003,sistemaCantareira,65.7,0.3,101,214.2
2/24/2003,sistemaCantareira,65.7,0,101,214.2
2/25/2003,sistemaCantareira,65.7,0,101,214.2
2/26/2003,sistemaCantareira,65.6,0,101,214.2
2/27/2003,sistemaCantareira,65.6,0,101,214.2
2/28/2003,sistemaCantareira,65.5,0,101,214.2
3/1/2003,sistemaCantareira,65.4,0,0,197.3
3/2/2003,sistemaCantareira,65.3,0,0,197.3
3/3/2003,sistemaCantareira,65.1,0,0,197.3
3/4/2003,sistemaCantareira,65.1,7.1,7.1,197.3
3/5/2003,sistemaCantareira,65,0,7.1,197.3
3/6/2003,sistemaCantareira,65.1,7.8,14.9,197.3
3/7/2003,sistemaCantareira,65.3,10.7,25.6,197.3
3/8/2003,sistemaCantareira,65.3,8.2,33.9,197.3
3/9/2003,sistemaCantareira,65.5,12.2,46.1,197.3
3/10/2003,sistemaCantareira,65.6,2,48.1,197.3
3/11/2003,sistemaCantareira,65.7,10.2,58.2,197.3
3/12/2003,sistemaCantareira,65.8,4.3,62.5,197.3
3/13/2003,sistemaCantareira,66,5.7,68.2,197.3
3/14/2003,sistemaCantareira,66.1,3.3,71.5,197.3
3/15/2003,sistemaCantareira,66.3,0,71.5,197.3
3/16/2003,sistemaCantareira,66.4,0,71.5,197.3
3/17/2003,sistemaCantareira,66.3,1.6,73.1,197.3
3/18/2003,sistemaCantareira,66.4,2.7,75.8,197.3
3/19/2003,sistemaCantareira,66.4,0,75.8,197.3
3/20/2003,sistemaCantareira,66.4,4.2,80.1,197.3
3/21/2003,sistemaCantareira,66.6,12.4,92.4,197.3
3/22/2003,sistemaCantareira,66.9,8.2,100.7,197.3
3/23/2003,sistemaCantareira,66.9,0,100.7,197.3
3/24/2003,sistemaCantareira,67,0,100.7,197.3
3/25/2003,sistemaCantareira,67,0,100.7,197.3
3/26/2003,sistemaCantareira,67,0,100.7,197.3
3/27/2003,sistemaCantareira,66.9,0,100.7,197.3
3/28/2003,sistemaCantareira,66.9,2.8,103.5,197.3
3/29/2003,sistemaCantareira,66.9,0,103.5,197.3
3/30/2003,sistemaCantareira,66.8,0,103.5,197.3
3/31/2003,sistemaCantareira,66.7,0,103.5,197.3
4/1/2003,sistemaCantareira,66.6,0,0,93.8
4/2/2003,sistemaCantareira,66.5,0,0,93.8
4/3/2003,sistemaCantareira,66.4,0,0,93.8
4/4/2003,sistemaCantareira,66.2,0,0,93.8
4/5/2003,sistemaCantareira,66.2,8.7,8.7,93.8
4/6/2003,sistemaCantareira,66.1,0,8.7,93.8
4/7/2003,sistemaCantareira,66,7,15.8,93.8
4/8/2003,sistemaCantareira,66,0,15.8,93.8
4/9/2003,sistemaCantareira,65.8,0,15.8,93.8
4/10/2003,sistemaCantareira,65.7,0.2,16,93.8
4/11/2003,sistemaCantareira,65.6,0.3,16.3,93.8
4/12/2003,sistemaCantareira,65.6,4.6,20.9,93.8
4/13/2003,sistemaCantareira,65.5,0,20.9,93.8
4/14/2003,sistemaCantareira,65.4,0,20.9,93.8
4/15/2003,sistemaCantareira,65.1,0,20.9,93.8
4/16/2003,sistemaCantareira,64.9,0,20.9,93.8
4/17/2003,sistemaCantareira,64.8,0,20.9,93.8
4/18/2003,sistemaCantareira,64.6,0,20.9,93.8
4/19/2003,sistemaCantareira,64.5,0,20.9,93.8
4/20/2003,sistemaCantareira,64.6,16.7,37.5,93.8
4/21/2003,sistemaCantareira,64.6,1,38.5,93.8
4/22/2003,sistemaCantareira,64.5,3.4,41.9,93.8
4/23/2003,sistemaCantareira,64.4,0,41.9,93.8
4/24/2003,sistemaCantareira,64.3,0,41.9,93.8
4/25/2003,sistemaCantareira,64.2,0,41.9,93.8
4/26/2003,sistemaCantareira,64,0,41.9,93.8
4/27/2003,sistemaCantareira,63.9,0,41.9,93.8
4/28/2003,sistemaCantareira,63.7,0,41.9,93.8
4/29/2003,sistemaCantareira,63.5,0,41.9,93.8
4/30/2003,sistemaCantareira,63.3,0,41.9,93.8
5/1/2003,sistemaCantareira,63.1,0,0,95.1
5/2/2003,sistemaCantareira,63,0.5,0.5,95.1
5/3/2003,sistemaCantareira,63,19.5,20,95.1
5/4/2003,sistemaCantareira,63,0,20,95.1
5/5/2003,sistemaCantareira,62.9,0,20,95.1
5/6/2003,sistemaCantareira,62.8,10.3,30.3,95.1
5/7/2003,sistemaCantareira,62.8,2.3,32.6,95.1
5/8/2003,sistemaCantareira,62.7,0,32.6,95.1
5/9/2003,sistemaCantareira,62.5,0,32.6,95.1
5/10/2003,sistemaCantareira,62.3,0,32.6,95.1
5/11/2003,sistemaCantareira,62.1,0,32.6,95.1
5/12/2003,sistemaCantareira,62,0,32.6,95.1
5/13/2003,sistemaCantareira,61.8,0,32.6,95.1
5/14/2003,sistemaCantareira,61.6,0,32.6,95.1
5/15/2003,sistemaCantareira,61.4,0,32.6,95.1
5/16/2003,sistemaCantareira,61.1,0,32.6,95.1
5/17/2003,sistemaCantareira,60.9,0,32.6,95.1
5/18/2003,sistemaCantareira,60.7,0,32.6,95.1
5/19/2003,sistemaCantareira,60.6,0,32.6,95.1
5/20/2003,sistemaCantareira,60.4,0,32.6,95.1
5/21/2003,sistemaCantareira,60.2,0,32.6,95.1
5/22/2003,sistemaCantareira,60,0,32.6,95.1
5/23/2003,sistemaCantareira,59.8,0,32.6,95.1
5/24/2003,sistemaCantareira,59.7,12.7,45.3,95.1
5/25/2003,sistemaCantareira,59.5,0,45.3,95.1
5/26/2003,sistemaCantareira,59.3,0,45.3,95.1
5/27/2003,sistemaCantareira,59.1,0,45.3,95.1
5/28/2003,sistemaCantareira,58.9,0,45.3,95.1
5/29/2003,sistemaCantareira,58.8,0,45.3,95.1
5/30/2003,sistemaCantareira,58.6,0,45.3,95.1
5/31/2003,sistemaCantareira,58.3,0,45.3,95.1
6/1/2003,sistemaCantareira,58.1,0,0,66.9
6/2/2003,sistemaCantareira,57.9,0,0,66.9
6/3/2003,sistemaCantareira,57.7,0,0,66.9
6/4/2003,sistemaCantareira,57.5,0,0,66.9
6/5/2003,sistemaCantareira,57.2,0,0,66.9
6/6/2003,sistemaCantareira,57.2,12.5,12.5,66.9
6/7/2003,sistemaCantareira,57,0,12.5,66.9
6/8/2003,sistemaCantareira,56.9,0,12.5,66.9
6/9/2003,sistemaCantareira,56.7,0,12.5,66.9
6/10/2003,sistemaCantareira,56.5,0,12.5,66.9
6/11/2003,sistemaCantareira,56.3,0,12.5,66.9
6/12/2003,sistemaCantareira,56.1,0,12.5,66.9
6/13/2003,sistemaCantareira,55.9,0,12.5,66.9
6/14/2003,sistemaCantareira,55.6,0,12.5,66.9
6/15/2003,sistemaCantareira,55.4,0,12.5,66.9
6/16/2003,sistemaCantareira,55.3,0,12.5,66.9
6/17/2003,sistemaCantareira,55,0,12.5,66.9
6/18/2003,sistemaCantareira,54.7,0,12.5,66.9
6/19/2003,sistemaCantareira,54.5,0,12.5,66.9
6/20/2003,sistemaCantareira,54.3,0.2,12.7,66.9
6/21/2003,sistemaCantareira,54.1,0,12.7,66.9
6/22/2003,sistemaCantareira,53.9,0,12.7,66.9
6/23/2003,sistemaCantareira,53.7,0,12.7,66.9
6/24/2003,sistemaCantareira,53.4,0,12.7,66.9
6/25/2003,sistemaCantareira,53.1,0,12.7,66.9
6/26/2003,sistemaCantareira,52.9,0,12.7,66.9
6/27/2003,sistemaCantareira,52.6,0,12.7,66.9
6/28/2003,sistemaCantareira,52.3,0,12.7,66.9
6/29/2003,sistemaCantareira,52,0,12.7,66.9
6/30/2003,sistemaCantareira,51.8,0,12.7,66.9
7/1/2003,sistemaCantareira,51.5,0,0,44.4
7/2/2003,sistemaCantareira,51.3,0,0,44.4
7/3/2003,sistemaCantareira,51,0,0,44.4
7/4/2003,sistemaCantareira,50.7,0,0,44.4
7/5/2003,sistemaCantareira,50.5,0,0,44.4
7/6/2003,sistemaCantareira,50.3,0,0,44.4
7/7/2003,sistemaCantareira,50,0,0,44.4
7/8/2003,sistemaCantareira,49.8,0,0,44.4
7/9/2003,sistemaCantareira,49.4,0,0,44.4
7/10/2003,sistemaCantareira,49.1,0,0,44.4
7/11/2003,sistemaCantareira,49.1,28.2,28.2,44.4
7/12/2003,sistemaCantareira,48.9,0.4,28.6,44.4
7/13/2003,sistemaCantareira,48.7,0,28.6,44.4
7/14/2003,sistemaCantareira,48.6,0,28.6,44.4
7/15/2003,sistemaCantareira,48.3,0,28.6,44.4
7/16/2003,sistemaCantareira,48.1,0,28.6,44.4
7/17/2003,sistemaCantareira,47.8,0,28.6,44.4
7/18/2003,sistemaCantareira,47.6,0,28.6,44.4
7/19/2003,sistemaCantareira,47.3,0,28.6,44.4
7/20/2003,sistemaCantareira,47,0,28.6,44.4
7/21/2003,sistemaCantareira,46.8,0,28.6,44.4
7/22/2003,sistemaCantareira,46.5,0,28.6,44.4
7/23/2003,sistemaCantareira,46.3,0,28.6,44.4
7/24/2003,sistemaCantareira,46,0,28.6,44.4
7/25/2003,sistemaCantareira,45.8,0,28.6,44.4
7/26/2003,sistemaCantareira,45.5,0,28.6,44.4
7/27/2003,sistemaCantareira,45.2,0,28.6,44.4
7/28/2003,sistemaCantareira,44.9,0,28.6,44.4
7/29/2003,sistemaCantareira,44.6,0,28.6,44.4
7/30/2003,sistemaCantareira,44.3,0,28.6,44.4
7/31/2003,sistemaCantareira,44.1,0,28.6,44.4
8/1/2003,sistemaCantareira,43.8,0,0,40.6
8/2/2003,sistemaCantareira,43.5,0,0,40.6
8/3/2003,sistemaCantareira,43.3,0,0,40.6
8/4/2003,sistemaCantareira,43.1,0,0,40.6
8/5/2003,sistemaCantareira,42.8,0,0,40.6
8/6/2003,sistemaCantareira,42.5,0,0,40.6
8/7/2003,sistemaCantareira,42.2,2.8,2.8,40.6
8/8/2003,sistemaCantareira,41.9,1.6,4.4,40.6
8/9/2003,sistemaCantareira,41.6,0.3,4.7,40.6
8/10/2003,sistemaCantareira,41.4,2.8,7.5,40.6
8/11/2003,sistemaCantareira,41.1,0,7.5,40.6
8/12/2003,sistemaCantareira,40.8,0,7.5,40.6
8/13/2003,sistemaCantareira,40.5,0,7.5,40.6
8/14/2003,sistemaCantareira,40.2,0,7.5,40.6
8/15/2003,sistemaCantareira,39.9,0,7.5,40.6
8/16/2003,sistemaCantareira,39.7,1.9,9.3,40.6
8/17/2003,sistemaCantareira,39.5,0.3,9.6,40.6
8/18/2003,sistemaCantareira,39.3,0,9.6,40.6
8/19/2003,sistemaCantareira,39,0,9.6,40.6
8/20/2003,sistemaCantareira,38.8,0,9.6,40.6
8/21/2003,sistemaCantareira,38.4,0,9.6,40.6
8/22/2003,sistemaCantareira,38.1,0,9.6,40.6
8/23/2003,sistemaCantareira,37.8,0,9.6,40.6
8/24/2003,sistemaCantareira,37.5,0,9.6,40.6
8/25/2003,sistemaCantareira,37.2,0.2,9.8,40.6
8/26/2003,sistemaCantareira,36.9,10.4,20.1,40.6
8/27/2003,sistemaCantareira,36.6,1.8,21.9,40.6
8/28/2003,sistemaCantareira,36.4,0,21.9,40.6
8/29/2003,sistemaCantareira,36.2,0.9,22.8,40.6
8/30/2003,sistemaCantareira,35.9,0.4,23.2,40.6
8/31/2003,sistemaCantareira,35.7,0,23.2,40.6
9/1/2003,sistemaCantareira,35.5,1.7,1.7,99.7
9/2/2003,sistemaCantareira,35.2,0,1.7,99.7
9/3/2003,sistemaCantareira,34.9,0,1.7,99.7
9/4/2003,sistemaCantareira,34.6,0,1.7,99.7
9/5/2003,sistemaCantareira,34.4,0,1.7,99.7
9/6/2003,sistemaCantareira,34.1,0,1.7,99.7
9/7/2003,sistemaCantareira,33.8,0,1.7,99.7
9/8/2003,sistemaCantareira,33.5,0,1.7,99.7
9/9/2003,sistemaCantareira,33.2,0,1.7,99.7
9/10/2003,sistemaCantareira,32.8,0,1.7,99.7
9/11/2003,sistemaCantareira,32.7,14.5,16.2,99.7
9/12/2003,sistemaCantareira,32.5,0,16.2,99.7
9/13/2003,sistemaCantareira,32.1,0.2,16.4,99.7
9/14/2003,sistemaCantareira,31.8,0.2,16.6,99.7
9/15/2003,sistemaCantareira,31.6,0,16.6,99.7
9/16/2003,sistemaCantareira,31.3,0,16.6,99.7
9/17/2003,sistemaCantareira,31.1,9.2,25.8,99.7
9/18/2003,sistemaCantareira,30.9,0,25.8,99.7
9/19/2003,sistemaCantareira,30.6,0,25.8,99.7
9/20/2003,sistemaCantareira,30.4,0,25.8,99.7
9/21/2003,sistemaCantareira,30.1,0,25.8,99.7
9/22/2003,sistemaCantareira,29.8,0,25.8,99.7
9/23/2003,sistemaCantareira,29.5,0,25.8,99.7
9/24/2003,sistemaCantareira,29.1,0,25.8,99.7
9/25/2003,sistemaCantareira,28.8,0,25.8,99.7
9/26/2003,sistemaCantareira,28.4,0,25.8,99.7
9/27/2003,sistemaCantareira,28.2,2.3,28.1,99.7
9/28/2003,sistemaCantareira,28.2,0.1,28.2,99.7
9/29/2003,sistemaCantareira,27.9,0,28.2,99.7
9/30/2003,sistemaCantareira,27.6,0,28.2,99.7
10/1/2003,sistemaCantareira,27.3,0,0,131.4
10/2/2003,sistemaCantareira,27,0,0,131.4
10/3/2003,sistemaCantareira,26.6,0,0,131.4
10/4/2003,sistemaCantareira,26.3,0,0,131.4
10/5/2003,sistemaCantareira,26,0,0,131.4
10/6/2003,sistemaCantareira,25.6,0,0,131.4
10/7/2003,sistemaCantareira,25.2,2.1,2.1,131.4
10/8/2003,sistemaCantareira,25.1,28.7,30.8,131.4
10/9/2003,sistemaCantareira,24.9,1.3,32.1,131.4
10/10/2003,sistemaCantareira,24.7,6.7,38.9,131.4
10/11/2003,sistemaCantareira,24.7,24.6,63.5,131.4
10/12/2003,sistemaCantareira,25.8,52.4,115.9,131.4
10/13/2003,sistemaCantareira,25.8,0,115.9,131.4
10/14/2003,sistemaCantareira,25.6,0.3,116.2,131.4
10/15/2003,sistemaCantareira,25.4,0,116.2,131.4
10/16/2003,sistemaCantareira,25.2,0,116.2,131.4
10/17/2003,sistemaCantareira,24.9,0,116.2,131.4
10/18/2003,sistemaCantareira,24.6,0,116.2,131.4
10/19/2003,sistemaCantareira,24.3,0,116.2,131.4
10/20/2003,sistemaCantareira,24.1,0,116.2,131.4
10/21/2003,sistemaCantareira,23.8,0,116.2,131.4
10/22/2003,sistemaCantareira,23.5,0.2,116.5,131.4
10/23/2003,sistemaCantareira,23.2,1.3,117.8,131.4
10/24/2003,sistemaCantareira,23,0,117.8,131.4
10/25/2003,sistemaCantareira,22.7,0.8,118.6,131.4
10/26/2003,sistemaCantareira,22.3,0,118.6,131.4
10/27/2003,sistemaCantareira,22,0.5,119,131.4
10/28/2003,sistemaCantareira,21.8,2.5,121.6,131.4
10/29/2003,sistemaCantareira,21.6,8.5,130.1,131.4
10/30/2003,sistemaCantareira,21.8,23.1,153.2,131.4
10/31/2003,sistemaCantareira,21.8,0,153.2,131.4
11/1/2003,sistemaCantareira,21.7,3.3,3.3,156
11/2/2003,sistemaCantareira,21.4,0,3.3,156
11/3/2003,sistemaCantareira,21.4,3.3,6.6,156
11/4/2003,sistemaCantareira,21.2,0.3,6.8,156
11/5/2003,sistemaCantareira,21,0,6.8,156
11/6/2003,sistemaCantareira,20.7,4.3,11.1,156
11/7/2003,sistemaCantareira,20.7,7,18.1,156
11/8/2003,sistemaCantareira,20.5,2,20.1,156
11/9/2003,sistemaCantareira,20.3,0,20.1,156
11/10/2003,sistemaCantareira,20.1,0,20.1,156
11/11/2003,sistemaCantareira,19.9,0,20.1,156
11/12/2003,sistemaCantareira,19.5,0.9,21,156
11/13/2003,sistemaCantareira,19.2,6.6,27.6,156
11/14/2003,sistemaCantareira,19.3,22.6,50.3,156
11/15/2003,sistemaCantareira,19.2,0,50.3,156
11/16/2003,sistemaCantareira,19,2.2,52.4,156
11/17/2003,sistemaCantareira,18.9,18.8,71.2,156
11/18/2003,sistemaCantareira,19.6,50.1,121.4,156
11/19/2003,sistemaCantareira,19.5,0.4,121.8,156
11/20/2003,sistemaCantareira,19.5,2.5,124.3,156
11/21/2003,sistemaCantareira,19.4,0,124.3,156
11/22/2003,sistemaCantareira,19.2,0,124.3,156
11/23/2003,sistemaCantareira,19,0,124.3,156
11/24/2003,sistemaCantareira,18.8,0.7,125,156
11/25/2003,sistemaCantareira,18.6,1.7,126.7,156
11/26/2003,sistemaCantareira,18.4,1.8,128.4,156
11/27/2003,sistemaCantareira,18.3,7.2,135.6,156
11/28/2003,sistemaCantareira,18.3,11.5,147.1,156
11/29/2003,sistemaCantareira,18.1,1.5,148.6,156
11/30/2003,sistemaCantareira,18,0,148.6,156
12/1/2003,sistemaCantareira,18,23.9,23.9,225.8
12/2/2003,sistemaCantareira,18.6,27.5,51.3,225.8
12/3/2003,sistemaCantareira,18.7,0,51.3,225.8
12/4/2003,sistemaCantareira,19,16.9,68.2,225.8
12/5/2003,sistemaCantareira,19.2,6.5,74.8,225.8
12/6/2003,sistemaCantareira,19.4,9.2,84,225.8
12/7/2003,sistemaCantareira,19.5,0.3,84.3,225.8
12/8/2003,sistemaCantareira,19.6,2.7,87,225.8
12/9/2003,sistemaCantareira,19.4,4.4,91.4,225.8
12/10/2003,sistemaCantareira,19.6,10.4,101.8,225.8
12/11/2003,sistemaCantareira,19.5,0.2,102,225.8
12/12/2003,sistemaCantareira,19.4,0.9,102.9,225.8
12/13/2003,sistemaCantareira,19.3,0.3,103.2,225.8
12/14/2003,sistemaCantareira,19.2,0,103.2,225.8
12/15/2003,sistemaCantareira,19,5.4,108.6,225.8
12/16/2003,sistemaCantareira,18.8,1.1,109.7,225.8
12/17/2003,sistemaCantareira,19,15.7,125.4,225.8
12/18/2003,sistemaCantareira,19.1,0.3,125.7,225.8
12/19/2003,sistemaCantareira,19.1,0,125.7,225.8
12/20/2003,sistemaCantareira,19,0,125.7,225.8
12/21/2003,sistemaCantareira,19.3,24.8,150.6,225.8
12/22/2003,sistemaCantareira,19.6,16.1,166.6,225.8
12/23/2003,sistemaCantareira,20,12.4,179,225.8
12/24/2003,sistemaCantareira,20.4,3.7,182.7,225.8
12/25/2003,sistemaCantareira,20.5,0,182.7,225.8
12/26/2003,sistemaCantareira,20.6,0,182.7,225.8
12/27/2003,sistemaCantareira,20.6,0.2,182.9,225.8
12/28/2003,sistemaCantareira,20.5,7.3,190.2,225.8
12/29/2003,sistemaCantareira,20.7,6.5,196.7,225.8
12/30/2003,sistemaCantareira,20.2,1.1,197.8,225.8
12/31/2003,sistemaCantareira,21.7,0,197.8,225.8
1/1/2004,sistemaCantareira,20,4,4,259.6
1/2/2004,sistemaCantareira,20.1,3.8,7.8,259.6
1/3/2004,sistemaCantareira,20.2,2.7,10.5,259.6
1/4/2004,sistemaCantareira,20.1,0.3,10.8,259.6
1/5/2004,sistemaCantareira,20.1,0,10.8,259.6
1/6/2004,sistemaCantareira,20,0,10.8,259.6
1/7/2004,sistemaCantareira,19.8,4.9,15.7,259.6
1/8/2004,sistemaCantareira,19.8,6.6,22.3,259.6
1/9/2004,sistemaCantareira,20,20.7,43,259.6
1/10/2004,sistemaCantareira,20.4,6.7,49.7,259.6
1/11/2004,sistemaCantareira,20.5,0,49.7,259.6
1/12/2004,sistemaCantareira,20.6,0,49.7,259.6
1/13/2004,sistemaCantareira,20.8,21.4,71.1,259.6
1/14/2004,sistemaCantareira,20.9,0,71.1,259.6
1/15/2004,sistemaCantareira,20.9,2.6,73.7,259.6
1/16/2004,sistemaCantareira,21.2,14,87.6,259.6
1/17/2004,sistemaCantareira,21.2,0,87.6,259.6
1/18/2004,sistemaCantareira,21.1,0,87.6,259.6
1/19/2004,sistemaCantareira,21,0,87.6,259.6
1/20/2004,sistemaCantareira,20.8,0,87.6,259.6
1/21/2004,sistemaCantareira,20.6,0,87.6,259.6
1/22/2004,sistemaCantareira,20.4,8.8,96.5,259.6
1/23/2004,sistemaCantareira,20.6,0.5,96.9,259.6
1/24/2004,sistemaCantareira,20.6,15.1,112.1,259.6
1/25/2004,sistemaCantareira,20.6,0.1,112.2,259.6
1/26/2004,sistemaCantareira,20.5,6.8,119.1,259.6
1/27/2004,sistemaCantareira,20.7,22.2,141.2,259.6
1/28/2004,sistemaCantareira,20.9,10.6,151.8,259.6
1/29/2004,sistemaCantareira,21.1,0.7,152.6,259.6
1/30/2004,sistemaCantareira,21.1,0,152.6,259.6
1/31/2004,sistemaCantareira,21.1,5,157.6,259.6
2/1/2004,sistemaCantareira,21.2,13.3,13.3,209
2/2/2004,sistemaCantareira,21.2,0,13.3,209
2/3/2004,sistemaCantareira,21.2,13.3,26.6,209
2/4/2004,sistemaCantareira,21.1,0.6,27.2,209
2/5/2004,sistemaCantareira,21.1,2.4,29.6,209
2/6/2004,sistemaCantareira,21.4,27.5,57.1,209
2/7/2004,sistemaCantareira,21.8,15.9,73,209
2/8/2004,sistemaCantareira,22,0.1,73,209
2/9/2004,sistemaCantareira,22,0,73,209
2/10/2004,sistemaCantareira,21.9,0,73,209
2/11/2004,sistemaCantareira,21.8,0,73,209
2/12/2004,sistemaCantareira,21.7,0,73,209
2/13/2004,sistemaCantareira,21.6,1.3,74.3,209
2/14/2004,sistemaCantareira,21.6,5,79.4,209
2/15/2004,sistemaCantareira,21.8,21.6,101,209
2/16/2004,sistemaCantareira,22.2,16.8,117.8,209
2/17/2004,sistemaCantareira,22.3,2.4,120.2,209
2/18/2004,sistemaCantareira,22.4,0,120.2,209
2/19/2004,sistemaCantareira,22.3,0,120.2,209
2/20/2004,sistemaCantareira,22.3,11.1,131.3,209
2/21/2004,sistemaCantareira,22.3,0.6,131.9,209
2/22/2004,sistemaCantareira,23,42.5,174.4,209
2/23/2004,sistemaCantareira,24.2,31.6,206,209
2/24/2004,sistemaCantareira,26,28.9,234.9,209
2/25/2004,sistemaCantareira,27.3,6,240.9,209
2/26/2004,sistemaCantareira,28.5,11.5,252.4,209
2/27/2004,sistemaCantareira,29.5,0.8,253.2,209
2/28/2004,sistemaCantareira,30.4,2.4,255.6,209
2/29/2004,sistemaCantareira,31,0,255.6,209
3/1/2004,sistemaCantareira,31.2,0,0,183.4
3/2/2004,sistemaCantareira,31.5,0,0,183.4
3/3/2004,sistemaCantareira,31.5,0,0,183.4
3/4/2004,sistemaCantareira,31.6,2,2,183.4
3/5/2004,sistemaCantareira,31.8,0.3,2.3,183.4
3/6/2004,sistemaCantareira,31.9,2,4.3,183.4
3/7/2004,sistemaCantareira,32.3,18.8,23.1,183.4
3/8/2004,sistemaCantareira,32.5,2.8,26,183.4
3/9/2004,sistemaCantareira,32.6,0.9,26.9,183.4
3/10/2004,sistemaCantareira,32.6,0.8,27.6,183.4
3/11/2004,sistemaCantareira,32.7,1.2,28.8,183.4
3/12/2004,sistemaCantareira,32.7,0,28.8,183.4
3/13/2004,sistemaCantareira,32.7,0,28.8,183.4
3/14/2004,sistemaCantareira,32.7,0,28.8,183.4
3/15/2004,sistemaCantareira,32.9,11.4,40.2,183.4
3/16/2004,sistemaCantareira,33,5.8,46,183.4
3/17/2004,sistemaCantareira,33.1,0,46,183.4
3/18/2004,sistemaCantareira,33.1,0,46,183.4
3/19/2004,sistemaCantareira,33,0,46,183.4
3/20/2004,sistemaCantareira,33.3,14.1,60.1,183.4
3/21/2004,sistemaCantareira,33.5,2.6,62.7,183.4
3/22/2004,sistemaCantareira,33.5,0,62.7,183.4
3/23/2004,sistemaCantareira,33.5,0,62.7,183.4
3/24/2004,sistemaCantareira,33.4,0,62.7,183.4
3/25/2004,sistemaCantareira,33.3,0,62.7,183.4
3/26/2004,sistemaCantareira,33.3,0,62.7,183.4
3/27/2004,sistemaCantareira,33.7,31.2,93.9,183.4
3/28/2004,sistemaCantareira,33.7,0,93.9,183.4
3/29/2004,sistemaCantareira,33.6,1.2,95.1,183.4
3/30/2004,sistemaCantareira,33.6,1.8,96.9,183.4
3/31/2004,sistemaCantareira,33.7,8.5,105.4,183.4
4/1/2004,sistemaCantareira,33.7,0,0,90.2
4/2/2004,sistemaCantareira,33.7,0,0,90.2
4/3/2004,sistemaCantareira,33.6,0,0,90.2
4/4/2004,sistemaCantareira,33.5,0.3,0.3,90.2
4/5/2004,sistemaCantareira,33.7,14.2,14.4,90.2
4/6/2004,sistemaCantareira,33.7,0.4,14.8,90.2
4/7/2004,sistemaCantareira,33.9,20.2,35.1,90.2
4/8/2004,sistemaCantareira,34,0,35.1,90.2
4/9/2004,sistemaCantareira,33.9,0,35.1,90.2
4/10/2004,sistemaCantareira,34,0,35.1,90.2
4/11/2004,sistemaCantareira,34,0,35.1,90.2
