1990-01-01, 250.10,  250.51,    114047.0,  2786.0,  1405.0,        0,    151.0,    45.0,   1601
1990-01-02, 250.10,  250.61,    115208.0,  1161.0,   585.0,        0,    603.0,    53.0,   1241
1990-01-03, 250.10,  250.47,    113583.0, -1625.0,       0,   -819.0,   1514.0,    53.0,    748
1990-01-04, 250.10,  250.31,    111725.0, -1858.0,       0,   -937.0,   1511.0,    50.0,    624
1990-01-05, 250.10,  250.21,    110565.0, -1160.0,       0,   -585.0,   1173.0,    54.0,    642
1990-01-06, 250.10,  250.24,    110913.0,   348.0,   175.0,        0,    838.0,    53.0,   1066
1990-01-07, 250.10,  250.32,    111842.0,   929.0,   468.0,        0,    838.0,    50.0,   1356
1990-01-08, 250.10,  250.58,    114860.0,  3018.0,  1522.0,        0,   1134.0,    41.0,   2697
1990-01-09, 250.10,  250.89,    118458.0,  3598.0,  1814.0,        0,   2030.0,    49.0,   3893
1990-01-10, 250.10,  250.77,    117065.0, -1393.0,       0,   -702.0,   2527.0,    53.0,   1878
1990-01-11, 250.10,  250.52,    114163.0, -2902.0,       0,  -1463.0,   2524.0,    48.0,   1109
1990-01-12, 250.10,  250.37,    112422.0, -1741.0,       0,   -878.0,   1832.0,    49.0,   1003
1990-01-13, 250.10,  250.28,    111377.0, -1045.0,       0,   -527.0,    894.0,    54.0,    421
1990-01-14, 250.10,  250.24,    110913.0,  -464.0,       0,   -234.0,    671.0,    52.0,    489
1990-01-15, 250.10,  250.23,    110797.0,  -116.0,       0,    -58.0,    670.0,    42.0,    654
1990-01-16, 250.10,  250.19,    110333.0,  -464.0,       0,   -234.0,    670.0,    48.0,    484
1990-01-17, 250.10,  250.18,    110216.0,  -117.0,       0,    -59.0,    454.0,    57.0,    452
1990-01-18, 250.10,  250.22,    110681.0,   465.0,   234.0,        0,    325.0,    47.0,    606
1990-01-19, 250.10,  250.21,    110565.0,  -116.0,       0,    -58.0,    325.0,    49.0,    316
1990-01-20, 250.10,  250.24,    110913.0,   348.0,   175.0,        0,    325.0,    49.0,    549
1990-01-21, 250.10,  250.44,    113235.0,  2322.0,  1171.0,        0,    325.0,    42.0,   1538
1990-01-22, 250.10,  250.40,    112770.0,  -465.0,       0,   -234.0,   1018.0,    46.0,    830
1990-01-23, 250.10,  250.20,    110449.0, -2321.0,       0,  -1170.0,   1509.0,    49.0,    388
1990-01-24, 250.10,  250.17,    110100.0,  -349.0,       0,   -176.0,    868.0,    54.0,    746
1990-01-25, 250.10,  250.25,    111029.0,   929.0,   468.0,        0,    496.0,    50.0,   1014
1990-01-26, 250.10,  250.96,    119271.0,  8242.0,  4155.0,        0,   1154.0,    46.0,   5355
1990-01-27, 250.10,  251.20,    122217.0,  2946.0,  1485.0,        0,   2368.0,    55.0,   3908
1990-01-28, 250.10,  251.04,    120231.0, -1986.0,       0,  -1001.0,   2535.0,    50.0,   1584
1990-01-29, 250.10,  250.90,    118574.0, -1657.0,       0,   -835.0,   2474.0,    42.0,   1681
1990-01-30, 250.10,  250.59,    114976.0, -3598.0,       0,  -1814.0,   2472.0,    49.0,    707
1990-01-31, 250.10,  250.37,    112422.0, -2554.0,       0,  -1288.0,   2281.0,    50.0,   1043
1990-02-01, 250.10,  250.20,    110449.0, -1973.0,       0,   -995.0,   1592.0,    49.0,    646
1990-02-02, 250.10,  250.17,    110100.0,  -349.0,       0,   -176.0,    863.0,    51.0,    738
1990-02-03, 250.10,  250.25,    111029.0,   929.0,   468.0,        0,    496.0,    56.0,   1020
1990-02-04, 250.10,  250.34,    112074.0,  1045.0,   527.0,        0,    497.0,    51.0,   1075
1990-02-05, 250.10,  250.44,    113235.0,  1161.0,   585.0,        0,   1015.0,    33.0,   1633
1990-02-06, 250.10,  250.36,    112306.0,  -929.0,       0,   -468.0,   1511.0,    59.0,   1102
1990-02-07, 250.10,  250.24,    110913.0, -1393.0,       0,   -702.0,   1509.0,    43.0,    850
1990-02-08, 250.10,  250.18,    110216.0,  -697.0,       0,   -351.0,   1029.0,    54.0,    732
1990-02-09, 250.10,  250.21,    110565.0,   349.0,   176.0,        0,    496.0,    55.0,    727
1990-02-10, 250.10,  251.07,    120604.0, 10039.0,  5061.0,        0,    295.0,    57.0,   5413
1990-02-11, 250.10,  251.77,    129290.0,  8686.0,  4379.0,        0,    667.0,    47.0,   5093
1990-02-12, 250.10,  251.71,    128545.0,  -745.0,       0,   -376.0,   2077.0,    56.0,   1757
1990-02-13, 250.10,  251.40,    124699.0, -3846.0,       0,  -1939.0,   3000.0,    50.0,   1111
1990-02-14, 250.10,  251.07,    120604.0, -4095.0,       0,  -2065.0,   2943.0,    51.0,    929
1990-02-15, 250.10,  250.71,    116369.0, -4235.0,       0,  -2135.0,   2697.0,    48.0,    610
1990-02-16, 250.10,  251.29,    123334.0,  6965.0,  3512.0,        0,   1820.0,    50.0,   5382
1990-02-17, 250.10,  252.36,    136874.0, 13540.0,  6826.0,        0,   1621.0,    59.0,   8506
1990-02-18, 250.10,  252.47,    138319.0,  1445.0,   729.0,        0,   2056.0,    41.0,   2826
1990-02-19, 250.10,  252.53,    139107.0,   788.0,   397.0,        0,   2659.0,    30.0,   3086
1990-02-20, 250.10,  252.42,    137662.0, -1445.0,       0,   -729.0,   3487.0,    57.0,   2815
1990-02-21, 250.10,  252.07,    133064.0, -4598.0,       0,  -2318.0,   3883.0,    43.0,   1608
1990-02-22, 250.10,  251.80,    129662.0, -3402.0,       0,  -1715.0,   3052.0,    51.0,   1388
1990-02-23, 250.10,  251.86,    130407.0,   745.0,   376.0,        0,   2331.0,    42.0,   2749
1990-02-24, 250.10,  251.80,    129662.0,  -745.0,       0,   -376.0,   2525.0,    56.0,   2205
1990-02-25, 250.10,  251.49,    125815.0, -3847.0,       0,  -1940.0,   2466.0,    44.0,    570
1990-02-26, 250.10,  251.12,    121224.0, -4591.0,       0,  -2315.0,   2399.0,    37.0,    121
1990-02-27, 250.10,  250.83,    117762.0, -3462.0,       0,  -1745.0,   2456.0,    57.0,    768
1990-02-28, 250.10,  250.63,    115440.0, -2322.0,       0,  -1171.0,   2488.0,    38.0,   1355
1990-03-01, 250.10,  250.33,    111958.0, -3482.0,       0,  -1756.0,   2114.0,    64.0,    422
1990-03-02, 250.10,  250.19,    110333.0, -1625.0,       0,   -819.0,   1284.0,    42.0,    507
1990-03-03, 250.10,  250.30,    111609.0,  1276.0,   643.0,        0,    667.0,    53.0,   1363
1990-03-04, 250.10,  250.42,    113002.0,  1393.0,   702.0,        0,    497.0,    41.0,   1240
1990-03-05, 250.10,  250.38,    112538.0,  -464.0,       0,   -234.0,    988.0,    40.0,    794
1990-03-06, 250.10,  250.21,    110565.0, -1973.0,       0,   -995.0,   1468.0,    58.0,    531
1990-03-07, 250.10,  250.15,    109868.0,  -697.0,       0,   -351.0,    912.0,    40.0,    601
1990-03-08, 250.10,  250.16,    109984.0,   116.0,    58.0,        0,    432.0,    46.0,    536
1990-03-09, 250.10,  250.20,    110449.0,   465.0,   234.0,        0,    325.0,    38.0,    597
1990-03-10, 250.10,  250.24,    110913.0,   464.0,   234.0,        0,    325.0,    55.0,    614
1990-03-11, 250.10,  250.26,    111145.0,   232.0,   117.0,        0,    325.0,    52.0,    494
1990-03-12, 250.10,  250.27,    111261.0,   116.0,    58.0,        0,    433.0,    44.0,    535
1990-03-13, 250.10,  250.25,    111029.0,  -232.0,       0,   -117.0,    497.0,    55.0,    435
1990-03-14, 250.10,  250.19,    110333.0,  -696.0,       0,   -351.0,    496.0,    52.0,    197
1990-03-15, 250.10,  250.12,    109520.0,  -813.0,       0,   -410.0,    496.0,    52.0,    138
1990-03-16, 250.10,  250.12,    109520.0,     0.0,     0.0,        0,    378.0,    50.0,    428
1990-03-17, 250.10,  250.29,    111493.0,  1973.0,   995.0,        0,    252.0,    52.0,   1299
1990-03-18, 250.10,  250.52,    114163.0,  2670.0,  1346.0,        0,    151.0,    45.0,   1542
1990-03-19, 250.10,  250.62,    115324.0,  1161.0,   585.0,        0,    540.0,    41.0,   1166
1990-03-20, 250.10,  250.56,    114627.0,  -697.0,       0,   -351.0,    982.0,    41.0,    672
1990-03-21, 250.10,  250.37,    112422.0, -2205.0,       0,  -1112.0,    985.0,    46.0,    -81
1990-03-22, 250.10,  250.30,    111609.0,  -813.0,       0,   -410.0,    518.0,    53.0,    161
1990-03-23, 250.10,  250.37,    112422.0,   813.0,   410.0,        0,    151.0,    43.0,    604
1990-03-24, 250.10,  250.39,    112654.0,   232.0,   117.0,        0,    151.0,    64.0,    332
1990-03-25, 250.10,  250.43,    113118.0,   464.0,   234.0,        0,    151.0,    46.0,    431
1990-03-26, 250.10,  250.46,    113467.0,   349.0,   176.0,        0,    151.0,    38.0,    365
1990-03-27, 250.10,  250.43,    113118.0,  -349.0,       0,   -176.0,    151.0,    56.0,     31
1990-03-28, 250.10,  250.46,    113467.0,   349.0,   176.0,        0,    151.0,    44.0,    371
1990-03-29, 250.10,  251.65,    127801.0, 14334.0,  7227.0,        0,    436.0,    52.0,   7715
1990-03-30, 250.10,  252.17,    134377.0,  6576.0,  3315.0,        0,    681.0,    48.0,   4044
1990-03-31, 250.10,  252.80,    142654.0,  8277.0,  4173.0,        0,   1140.0,    44.0,   5357
1990-04-01, 250.13,  252.90,    143968.0,  1314.0,   691.0,        0,   2055.0,    48.0,   2794
1990-04-02, 250.16,  252.93,    144362.0,   394.0,   199.0,        0,   2482.0,    41.0,   2722
1990-04-03, 250.19,  253.99,    158834.0, 14472.0,  7296.0,        0,   2651.0,    51.0,   9998
1990-04-04, 250.22,  253.94,    158150.0,  -684.0,       0,   -345.0,   3175.0,    36.0,   2866
1990-04-05, 250.25,  253.58,    153222.0, -4928.0,       0,  -2485.0,   3450.0,    66.0,   1031
1990-04-06, 250.28,  253.29,    149252.0, -3970.0,       0,  -2002.0,   3468.0,    38.0,   1504
1990-04-07, 250.31,  253.16,    147472.0, -1780.0,       0,   -897.0,   3140.0,    56.0,   2299
1990-04-08, 250.34,  252.89,    143837.0, -3635.0,       0,  -1833.0,   3332.0,    54.0,   1553
1990-04-09, 250.37,  252.51,    138844.0, -4993.0,       0,  -2517.0,   3389.0,    42.0,    914
1990-04-10, 250.40,  252.09,    133326.0, -5518.0,       0,  -2782.0,   3386.0,    45.0,    649
1990-04-11, 250.43,  251.73,    128794.0, -4532.0,       0,  -2285.0,   3379.0,    53.0,   1147
1990-04-12, 250.46,  251.44,    125195.0, -3599.0,       0,  -1814.0,   2590.0,    48.0,    824
1990-04-13, 250.49,  251.24,    122713.0, -2482.0,       0,  -1251.0,   1414.0,    40.0,    203
1990-04-14, 250.52,  251.15,    121596.0, -1117.0,       0,   -563.0,   1017.0,    52.0,    506
1990-04-15, 250.55,  251.33,    123830.0,  2234.0,  1126.0,        0,   1017.0,    39.0,   2182
1990-04-16, 250.58,  251.42,    124947.0,  1117.0,   563.0,        0,   1553.0,    46.0,   2162
1990-04-17, 250.61,  251.32,    123706.0, -1241.0,       0,   -626.0,   2016.0,    48.0,   1438
1990-04-18, 250.64,  251.12,    121224.0, -2482.0,       0,  -1251.0,   1810.0,    49.0,    608
1990-04-19, 250.67,  251.05,    120355.0,  -869.0,       0,   -438.0,    905.0,    46.0,    513
