,Time_Step,FI,Smooth_FI
0,2004-12-30,3.9517283081574424,3.710219932649851
1,2005-06-28,2.7898801715842607,3.710219932649851
2,2005-12-25,2.5065035198083767,3.710219932649851
3,2006-06-23,4.675710774418106,3.710219932649851
4,2006-12-20,2.4639924762640537,3.710219932649851
5,2007-06-18,4.751724622895721,3.710219932649851
6,2007-12-15,4.514034787582075,3.710219932649851
7,2008-06-12,2.60511052603013,3.710219932649851
8,2008-12-09,4.292455187804986,3.710219932649851
9,2009-06-07,5.147536172112094,3.710219932649851
10,2009-12-04,2.668599286354353,3.710219932649851
11,2010-06-02,4.609233423489631,3.710219932649851
12,2010-11-29,2.0730793629657085,3.710219932649851
13,2011-05-28,8.0,3.710219932649851
14,2011-11-24,4.833350748847071,3.710219932649851
15,2012-05-22,3.1938535936719354,3.710219932649851
16,2012-11-18,4.4014002861892,3.710219932649851
17,2013-05-17,2.428093954414031,3.710219932649851
18,2013-11-13,4.4756706535329736,3.710219932649851
19,2014-05-12,1.9112179022086102,3.710219932649851
20,2014-11-08,2.975229783221261,3.710219932649851
21,2015-05-07,2.3564329767447076,3.710219932649851
