,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.3173199999999996,52.87912470991589,7566.795045974521,29315.4401357201,14.5579456581816,49.3559701058102,5315.96253292764,23258.3708697633,5495.235266281939,5903.84574863989,-3.5869323601478,-1.90884326197209
1,2,2,0.999666666666667,3.3173199999999996,38.608731329189,12486.4886209702,29315.4401357198,24.929679965764198,49.3559701058103,9329.99246572149,23258.3708697633,5488.34893221844,5903.845748639859,-3.1458374690219504,-1.9088432619721
2,3,3,0.999333333333333,3.32975,36.6560221133916,17406.1821959658,29315.4401357198,35.30141427334679,49.3559701058103,13344.0223985153,23258.3708697633,5481.46259815494,5903.845748639859,-2.7047425778961003,-1.9088432619721
3,4,4,0.9990000000000001,3.34311,103.490638977949,21948.1898225778,29315.4401357198,44.861335004488495,49.3559701058103,17180.0508418233,23258.3708697633,5471.843768998139,5903.845748639859,-2.3052178735826,-1.9088432619721
4,5,5,0.998666666666667,3.35624,70.48706357628109,26490.1974491898,29315.4401357198,54.421255735630105,49.3559701058103,21016.079285131298,23258.3708697633,5462.2249398413505,5903.845748639859,-1.9056931692691002,-1.9088432619721
5,6,6,0.998333333333333,3.3693699999999995,56.20177197170361,30949.4480952323,29315.4401357198,63.326750739160296,49.3559701058103,24867.7768526728,23258.3708697633,5458.885996479799,5903.845748639859,-1.5436340403226498,-1.9088432619721
6,7,7,0.998,3.3823300000000005,80.6444921806019,35408.6987412748,29315.4401357198,72.2322457426906,49.3559701058103,28719.4744202142,23258.3708697633,5455.54705311824,5903.845748639859,-1.1815749113762,-1.9088432619721
7,8,8,0.997666666666667,3.3950400000000003,83.750993912094,39419.713551545,29315.4401357198,80.7303447640908,49.3559701058103,32416.5542808213,23258.3708697633,5442.8526567318795,5903.845748639859,-0.8400479558161801,-1.9088432619721
8,9,9,0.997333333333333,3.4078,58.2727185114229,43430.7283618152,29315.4401357198,89.22844378549108,49.3559701058103,36113.634141428396,23258.3708697633,5430.15826034552,5903.845748639859,-0.49852100025616297,-1.9088432619721
9,10,10,0.997,3.42086,51.7129254799882,42964.200378556205,29315.4401357198,91.8656973498585,49.3559701058103,37141.671162252096,23258.3708697633,5340.21353668466,5903.845748639859,-0.400677839661654,-1.9088432619721
10,11,11,0.996666666666667,3.43356,59.5674769125775,42497.6723952972,29315.4401357198,94.50295091422579,49.3559701058103,38169.7081830759,23258.3708697633,5250.2688130238,5903.845748639859,-0.302834679067146,-1.9088432619721
11,12,12,0.996333333333333,3.4462800000000002,144.49428226441003,40069.8835945565,29315.4401357198,88.23508172557351,49.3559701058103,37022.7297210681,23258.3708697633,5130.05800813924,5903.845748639859,-0.597391112391602,-1.9088432619721
12,13,1,0.996,3.45899,229.895784514299,37642.0947938158,29315.4401357198,81.96721253692121,49.3559701058103,35875.7512590602,23258.3708697633,5009.847203254671,5903.845748639859,-0.8919475457160569,-1.9088432619721
13,14,2,0.995666666666667,3.47171,179.55873131721,36998.6813574705,29315.4401357198,74.72917024820009,49.3559701058103,35192.7007749339,23258.3708697633,4954.617908744821,5903.845748639859,-1.2316242432431599,-1.9088432619721
14,15,3,0.995333333333333,3.4850199999999996,47.859323811102705,36355.2679211252,29315.4401357198,67.4911279594791,49.3559701058103,34509.6502908076,23258.3708697633,4899.38861423498,5903.845748639859,-1.57130094077026,-1.9088432619721
15,16,4,0.995,3.4975699999999996,48.880787885181704,36031.8482721825,29315.4401357198,62.590690450874796,49.3559701058103,33683.329385421,23258.3708697633,4901.91948553807,5903.845748639859,-1.7754109695918403,-1.9088432619721
16,17,5,0.994666666666667,3.51018,22.9951579360082,35708.4286232397,29315.4401357198,57.690252942270405,49.3559701058103,32857.0084800344,23258.3708697633,4904.45035684115,5903.845748639859,-1.97952099841342,-1.9088432619721
17,18,6,0.994333333333333,3.52284,-0.36236886235306504,34363.2249760025,29315.4401357198,52.57989961396051,49.3559701058103,31621.8880824148,23258.3708697633,4961.825404986621,5903.845748639859,-2.14087939218504,-1.9088432619721
18,19,7,0.9940000000000001,3.5354400000000004,-18.7702366820343,33018.021328765295,29315.4401357198,47.4695462856505,49.3559701058103,30386.767684795097,23258.3708697633,5019.20045313209,5903.845748639859,-2.30223778595666,-1.9088432619721
19,20,8,0.993666666666667,3.54885,-24.918570281358104,34139.6963259452,29315.4401357198,44.9607464130019,49.3559701058103,30436.727099864198,23258.3708697633,5079.1889172601295,5903.845748639859,-2.36354954807837,-1.9088432619721
20,21,9,0.993333333333333,3.56227,-24.3310555035592,35261.3713231252,29315.4401357198,42.451946540353205,49.3559701058103,30486.686514933197,23258.3708697633,5139.17738138816,5903.845748639859,-2.42486131020007,-1.9088432619721
21,22,10,0.993,3.57535,142.336768679324,38375.6385575168,29315.4401357198,46.395861666839,49.3559701058103,32171.802065429598,23258.3708697633,5236.89982770205,5903.845748639859,-2.26134475506906,-1.9088432619721
22,23,11,0.992666666666667,3.5883599999999998,51.489403513250295,41489.9057919084,29315.4401357198,50.339776793324795,49.3559701058103,33856.917615926,23258.3708697633,5334.62227401595,5903.845748639859,-2.09782819993805,-1.9088432619721
23,24,12,0.992333333333333,3.6011699999999998,50.5545786247069,42822.7104453299,29315.4401357198,55.8519453922373,49.3559701058103,35059.811924967595,23258.3708697633,5398.1768621898,5903.845748639859,-1.87596204921633,-1.9088432619721
24,25,1,0.992,3.6137599999999996,47.710969062782,44155.5150987514,29315.4401357198,61.3641139911497,49.3559701058103,36262.7062340091,23258.3708697633,5461.73145036365,5903.845748639859,-1.6540958984946101,-1.9088432619721
25,26,2,0.991666666666667,3.6273800000000005,51.2346247581903,43369.3378575464,29315.4401357198,65.5445087057635,49.3559701058103,35904.8760807332,23258.3708697633,5437.814387037971,5903.845748639859,-1.4733596038698402,-1.9088432619721
26,27,3,0.991333333333333,3.6406,141.62494819296498,42583.1606163415,29315.4401357198,69.7249034203772,49.3559701058103,35547.0459274573,23258.3708697633,5413.89732371229,5903.845748639859,-1.29262330924507,-1.9088432619721
27,28,4,0.991,3.65323,134.935365155005,41584.1943450225,29315.4401357198,72.97064790597791,49.3559701058103,34684.9847077834,23258.3708697633,5373.5376987768295,5903.845748639859,-1.14304162554169,-1.9088432619721
28,29,5,0.990666666666667,3.66606,81.700973195883,40585.2280737035,29315.4401357198,76.2163923915786,49.3559701058103,33822.9234881096,23258.3708697633,5333.178073841379,5903.845748639859,-0.9934599418383029,-1.9088432619721
29,30,6,0.990333333333333,3.67942,61.55716650853721,40511.8235663481,29315.4401357198,79.2356862125575,49.3559701058103,33822.2444682017,23258.3708697633,5343.02009772377,5903.845748639859,-0.8494886359662859,-1.9088432619721
30,31,7,0.99,3.69299,36.0701064667465,40438.4190589928,29315.4401357198,82.2549800335365,49.3559701058103,33821.5654482938,23258.3708697633,5352.86212160616,5903.845748639859,-0.7055173300942691,-1.9088432619721
31,32,8,0.989666666666667,3.7059599999999997,81.9708285894677,39136.163319190295,29315.4401357198,81.4467743075688,49.3559701058103,33617.0958239371,23258.3708697633,5370.40217360941,5903.845748639859,-0.716434835235482,-1.9088432619721
32,33,9,0.989333333333333,3.71906,64.359415121032,37833.9075793878,29315.4401357198,80.63856858160109,49.3559701058103,33412.6261995804,23258.3708697633,5387.94222561266,5903.845748639859,-0.7273523403766949,-1.9088432619721
33,34,10,0.9890000000000001,3.7312300000000005,49.3286301237531,36138.0876960691,29315.4401357198,75.8448291839738,49.3559701058103,32328.2895769629,23258.3708697633,5428.21310054013,5903.845748639859,-0.91483764300011,-1.9088432619721
34,35,11,0.988666666666667,3.7443400000000002,136.876616464696,34442.267812750295,29315.4401357198,71.05108978634641,49.3559701058103,31243.9529543454,23258.3708697633,5468.4839754676,5903.845748639859,-1.10232294562352,-1.9088432619721
35,36,12,0.988333333333333,3.7571800000000004,51.156345761907396,34581.340658599904,29315.4401357198,68.0805873632997,49.3559701058103,30715.405519727403,23258.3708697633,5500.522353098239,5903.845748639859,-1.2425671880445,-1.9088432619721
36,37,1,0.988,3.76975,94.75909083854108,34720.413504449505,29315.4401357198,65.110084940253,49.3559701058103,30186.8580851094,23258.3708697633,5532.56073072889,5903.845748639859,-1.38281143046547,-1.9088432619721
37,38,2,0.987666666666667,3.78283,73.6054354083578,34421.923831437,29315.4401357198,63.8906629895883,49.3559701058103,29648.2190289002,23258.3708697633,5532.8455929190695,5903.845748639859,-1.44853687826821,-1.9088432619721
38,39,3,0.987333333333333,3.79638,47.725812518504895,34123.434158424505,29315.4401357198,62.6712410389236,49.3559701058103,29109.5799726911,23258.3708697633,5533.130455109251,5903.845748639859,-1.5142623260709598,-1.9088432619721
39,40,4,0.987,3.8089699999999995,49.16429182920879,32757.9335231628,29315.4401357198,61.9758264668192,49.3559701058103,27624.9119961489,23258.3708697633,5507.02589055291,5903.845748639859,-1.53187675915908,-1.9088432619721
40,41,5,0.986666666666667,3.8218,20.7889675917513,31392.432887901097,29315.4401357198,61.280411894714796,49.3559701058103,26140.244019606802,23258.3708697633,5480.92132599656,5903.845748639859,-1.5494911922472,-1.9088432619721
41,42,6,0.986333333333333,3.83469,82.59804628719058,29698.4503197131,29315.4401357198,61.4749464302067,49.3559701058103,24221.156159308703,23258.3708697633,5504.0347764995495,5903.845748639859,-1.51498183496905,-1.9088432619721
42,43,7,0.986,3.84789,82.081540959774,28004.4677515252,29315.4401357198,61.6694809656987,49.3559701058103,22302.068299010498,23258.3708697633,5527.14822700255,5903.845748639859,-1.4804724776909,-1.9088432619721
43,44,8,0.985666666666667,3.86044,66.5644224551997,26119.5327037117,29315.4401357198,61.4930809976517,49.3559701058103,20576.464864295,23258.3708697633,5582.73805260737,5903.845748639859,-1.47060151041009,-1.9088432619721
44,45,9,0.985333333333333,3.87351,46.1174391213658,24234.597655898197,29315.4401357198,61.3166810296047,49.3559701058103,18850.861429579498,23258.3708697633,5638.32787821219,5903.845748639859,-1.4607305431292799,-1.9088432619721
45,46,10,0.985,3.88582,49.2712116559177,21942.2723009311,29315.4401357198,58.164498709856794,49.3559701058103,17324.4454879526,23258.3708697633,5682.022201294631,5903.845748639859,-1.59403064332515,-1.9088432619721
46,47,11,0.984666666666667,3.8988,50.7591917210227,19649.9469459641,29315.4401357198,55.01231639010899,49.3559701058103,15798.0295463258,23258.3708697633,5725.7165243770705,5903.845748639859,-1.72733074352101,-1.9088432619721
47,48,12,0.984333333333333,3.91203,48.9585869139226,17600.4488645627,29315.4401357198,47.5917695681504,49.3559701058103,14611.9733015472,23258.3708697633,5815.047308485739,5903.845748639859,-2.0775971100289197,-1.9088432619721
48,49,1,0.9840000000000001,3.9251099999999997,87.2953451952355,15550.9507831614,29315.4401357198,40.171222746191795,49.3559701058103,13425.917056768501,23258.3708697633,5904.37809259441,5903.845748639859,-2.42786347653682,-1.9088432619721
49,50,2,0.983666666666667,3.9384099999999997,48.843573140886896,14752.3204546694,29315.4401357198,30.3718469379857,49.3559701058103,12871.160345207,23258.3708697633,6038.924185743371,5903.845748639859,-2.9220211413982797,-1.9088432619721
50,51,3,0.983333333333333,3.95125,44.4075632252073,13953.6901261774,29315.4401357198,20.5724711297796,49.3559701058103,12316.403633645601,23258.3708697633,6173.470278892329,5903.845748639859,-3.41617880625973,-1.9088432619721
51,52,4,0.983,3.96424,40.7634992136186,13578.734945878201,29315.4401357198,10.390071736373699,49.3559701058103,11899.4097343107,23258.3708697633,6260.20976969911,5903.845748639859,-3.9623595098921003,-1.9088432619721
52,53,5,0.982666666666667,3.9769,9.94004449118915,13203.779765578998,29315.4401357198,0.20767234296773496,49.3559701058103,11482.4158349759,23258.3708697633,6346.9492605058895,5903.845748639859,-4.508540213524481,-1.9088432619721
53,54,6,0.982333333333333,3.98947,-11.609959423425,13033.4068543163,29315.4401357198,-9.18639648643384,49.3559701058103,10918.553857311701,23258.3708697633,6372.81703437982,5903.845748639859,-5.02392198976926,-1.9088432619721
54,55,7,0.982,4.00305,-44.386116187088206,12863.0339430536,29315.4401357198,-18.5804653158354,49.3559701058102,10354.6918796475,23258.3708697633,6398.68480825375,5903.845748639859,-5.539303766014039,-1.9088432619721
55,56,8,0.981666666666667,4.01583,-50.2074795967441,13914.2701958331,29315.4401357198,-23.5581054487947,49.3559701058103,10265.6872901598,23258.3708697633,6391.42134851063,5903.845748639859,-5.81739937836746,-1.9088432619721
56,57,9,0.981333333333333,4.028980000000001,-70.0530661088073,14965.5064486126,29315.4401357198,-28.535745581753897,49.3559701058103,10176.682700672,23258.3708697633,6384.1578887675,5903.845748639859,-6.09549499072088,-1.9088432619721
57,58,10,0.981,4.04225,-78.2887246523266,16207.527028753899,29315.4401357198,-28.2698150937735,49.3559701058103,10339.9533296136,23258.3708697633,6325.1365448506,5903.845748639859,-6.09409330808353,-1.9088432619721
58,59,11,0.980666666666667,4.05542,-87.2673714602021,17449.547608895202,29315.4401357198,-28.0038846057932,49.3559701058102,10503.2239585552,23258.3708697633,6266.11520093369,5903.845748639859,-6.0926916254461805,-1.9088432619721
59,60,12,0.980333333333333,4.068309999999999,-90.00961017697392,18316.7798813373,29315.4401357198,-22.6958243764601,49.3559701058102,10356.0578225248,23258.3708697633,6133.84262026302,5903.845748639859,-5.83596527139966,-1.9088432619721
60,61,1,0.98,4.08101,-72.21051886015441,19184.0121537793,29315.4401357198,-17.3877641471271,49.3559701058103,10208.891686494399,23258.3708697633,6001.5700395923495,5903.845748639859,-5.579238917353151,-1.9088432619721
61,62,2,0.979666666666667,4.0938,90.14294680921681,20463.0570971895,29315.4401357198,-7.236050014053941,49.3559701058103,10594.9423764416,23258.3708697633,5876.403871814289,5903.845748639859,-5.06252962432254,-1.9088432619721
62,63,3,0.979333333333333,4.10677,49.9685642661872,21742.1020405997,29315.4401357198,2.9156641190192203,49.3559701058103,10980.9930663888,23258.3708697633,5751.237704036229,5903.845748639859,-4.54582033129193,-1.9088432619721
63,64,4,0.9790000000000001,4.11958,47.612130501843296,24093.186092659504,29315.4401357198,16.1645326858993,49.3559701058103,12740.7149774419,23258.3708697633,5764.67249849397,5903.845748639859,-3.8504474184498196,-1.9088432619721
64,65,5,0.978666666666667,4.13225,27.8807129262603,26444.270144719303,29315.4401357198,29.413401252779398,49.3559701058103,14500.4368884951,23258.3708697633,5778.10729295171,5903.845748639859,-3.15507450560772,-1.9088432619721
65,66,6,0.9783333333333329,4.14529,63.06184098999329,28595.1840627489,29315.4401357198,40.9664917149827,49.3559701058103,17388.7340138732,23258.3708697633,5829.7045975313,5903.845748639859,-2.5495460748041,-1.9088432619721
66,67,7,0.978,4.1580699999999995,38.8488887552848,30746.0979807786,29315.4401357198,52.519582177186,49.3559701058103,20277.031139251398,23258.3708697633,5881.30190211088,5903.845748639859,-1.94401764400048,-1.9088432619721
