,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.3014,50.2987354644565,30826.7856646648,32872.1549526073,39.16068376233579,52.2305893130526,26972.108582634,29934.354496469103,5120.17846070209,5707.79573028313,-2.51867788322968,-2.0572771997701897
1,2,2,0.9995,3.3014,49.1744865719588,33058.8174693278,32872.154952607,47.997276763863404,52.2305893130519,28544.3811884951,29934.354496468903,5083.66710794001,5707.79573028309,-2.1817403407198603,-2.05727719977018
2,3,3,0.9990000000000001,3.3142099999999997,126.983377160616,35290.8492739908,32872.154952607,56.8338697653909,52.2305893130519,30116.6537943562,29934.354496468903,5047.15575517793,5707.79573028309,-1.8448027982100401,-2.05727719977018
3,4,4,0.9985,3.3274199999999996,175.520333018086,37785.411434592796,32872.154952607,65.7999362839425,52.2305893130519,31991.4544255608,29934.354496468903,5027.20305334789,5707.79573028309,-1.5095404103404297,-2.05727719977018
4,5,5,0.998,3.3403400000000003,88.21894953719679,40279.9735951948,32872.154952607,74.7660028024941,52.2305893130519,33866.2550567654,29934.354496468903,5007.25035151785,5707.79573028309,-1.17427802247082,-2.05727719977018
5,6,6,0.9975,3.35316,74.9793136212848,42838.0672748004,32872.154952607,83.84690800596191,52.2305893130519,35985.492750097204,29934.354496468903,4995.25109633285,5707.79573028309,-0.841698849767006,-2.05727719977018
6,7,7,0.997,3.3662099999999997,49.762813462483905,45396.160954406,32872.154952607,92.9278132094297,52.2305893130519,38104.7304434291,29934.354496468903,4983.2518411478395,5707.79573028309,-0.5091196770631911,-2.05727719977018
7,8,8,0.9965,3.3786699999999996,35.0946869664531,47191.12795252071,32872.154952607,101.13478923244301,52.2305893130519,40029.930664114705,29934.354496468903,4973.053056397151,5707.79573028309,-0.21034875137694797,-2.05727719977018
8,9,9,0.996,3.3919300000000003,8.15304997157328,48986.094950635306,32872.154952607,109.341765255457,52.2305893130519,41955.1308848004,29934.354496468903,4962.85427164645,5707.79573028309,0.088422174309294,-2.05727719977018
9,10,10,0.9955,3.4049300000000002,13.659456766054802,48338.2131751892,32872.154952607,110.992414375254,52.2305893130519,42745.333702578,29934.354496468903,5045.11401140248,5707.79573028309,0.136655704128685,-2.05727719977018
10,11,11,0.995,3.41814,180.148214800939,47690.331399743,32872.154952607,112.643063495051,52.2305893130519,43535.5365203556,29934.354496468903,5127.3737511584995,5707.79573028309,0.18488923394807602,-2.05727719977018
11,12,12,0.9945,3.4306099999999997,221.350655514665,47022.618603679,32872.154952607,107.82759622463001,52.2305893130519,43438.9181515634,29934.354496468903,5257.14465779521,5707.79573028309,-0.036761997624888,-2.05727719977018
12,13,1,0.9940000000000001,3.4438,273.80943210941604,46354.905807615,32872.154952607,103.01212895421,52.2305893130519,43342.2997827713,29934.354496468903,5386.91556443193,5707.79573028309,-0.258413229197852,-2.05727719977018
13,14,2,0.9935,3.4565,215.163677073719,45713.3791715307,32872.154952607,96.6457234964114,52.2305893130519,42937.649856792596,29934.354496468903,5444.17206271817,5707.79573028309,-0.5445771941197101,-2.05727719977018
14,15,3,0.993,3.4693300000000002,98.9692335405115,45071.8525354463,32872.154952607,90.279318038613,52.2305893130519,42532.9999308139,29934.354496468903,5501.4285610044,5707.79573028309,-0.8307411590415681,-2.05727719977018
15,16,4,0.9925,3.48276,50.6565885977279,43035.8885314837,32872.154952607,81.87328242490379,52.2305893130519,41078.3088004154,29934.354496468903,5523.39593570856,5707.79573028309,-1.14914715563166,-2.05727719977018
16,17,5,0.992,3.4958699999999996,22.1368308760226,40999.924527521,32872.154952607,73.4672468111945,52.2305893130519,39623.6176700168,29934.354496468903,5545.36331041271,5707.79573028309,-1.46755315222175,-2.05727719977018
17,18,6,0.9915,3.5087,-2.9014380173378,37283.6682422843,32872.154952607,62.2537156635031,52.2305893130519,36382.2883010355,29934.354496468903,5566.8540792004105,5707.79573028309,-1.84580265188719,-2.05727719977018
18,19,7,0.991,3.5215699999999996,-11.2905614877636,33567.411957047596,32872.154952607,51.0401845158116,52.2305893130519,33140.9589320543,29934.354496468903,5588.344847988101,5707.79573028309,-2.22405215155263,-2.05727719977018
19,20,8,0.9905,3.5347800000000005,-22.545361482747,31760.6029087205,32872.154952607,43.1400990580931,52.2305893130519,30129.7235830365,29934.354496468903,5586.028156676961,5707.79573028309,-2.4802248294056,-2.05727719977018
20,21,9,0.99,3.54779,-45.72803608669311,29953.793860393398,32872.154952607,35.240013600374496,52.2305893130519,27118.4882340187,29934.354496468903,5583.711465365811,5707.79573028309,-2.73639750725858,-2.05727719977018
21,22,10,0.9895,3.56103,107.907098131774,30673.0054332268,32872.154952607,35.1840693187635,52.2305893130519,26120.9308557479,29934.354496468903,5535.93419616364,5707.79573028309,-2.71692398171722,-2.05727719977018
22,23,11,0.9890000000000001,3.57401,51.179867689971296,31392.2170060603,32872.154952607,35.1281250371525,52.2305893130519,25123.3734774771,29934.354496468903,5488.15692696147,5707.79573028309,-2.6974504561758597,-2.05727719977018
23,24,12,0.9885,3.58736,47.459310102962704,32375.4622410771,32872.154952607,39.55881451165,52.2305893130519,25413.0375709732,29934.354496468903,5435.47164679717,5707.79573028309,-2.5026292832101897,-2.05727719977018
24,25,1,0.988,3.60048,47.84231383520229,33358.707476094,32872.154952607,43.9895039861475,52.2305893130519,25702.701664469303,29934.354496468903,5382.78636663287,5707.79573028309,-2.30780811024452,-2.05727719977018
25,26,2,0.9875,3.6135900000000003,48.498690991776506,34282.7419487516,32872.154952607,49.24296031788771,52.2305893130519,26653.3783188822,29934.354496468903,5360.46423713335,5707.79573028309,-2.07427897444563,-2.05727719977018
26,27,3,0.987,3.62604,33.709614430054,35206.7764214092,32872.154952607,54.496416649627896,52.2305893130519,27604.0549732952,29934.354496468903,5338.14210763383,5707.79573028309,-1.84074983864674,-2.05727719977018
27,28,4,0.9865,3.6391,91.89732666632851,35409.687848881804,32872.154952607,58.00879514620829,52.2305893130519,28278.3484947756,29934.354496468903,5316.95103943356,5707.79573028309,-1.6798219292363,-2.05727719977018
