,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.3142400000000003,51.937872620152596,14436.716108646398,33106.7897756449,11.354067305757198,56.4057007126361,15710.6658700013,27256.930429880602,5215.2107325651,5728.597189133559,-3.6024776435714,-1.8845910370636
1,2,2,0.999833333333333,3.3142400000000003,51.2944060570681,15693.5217192475,33106.7897756449,13.7892713228145,56.405700712635706,16044.609564420902,27256.9304298804,5233.39440862032,5728.59718913353,-3.51080485005397,-1.88459103706358
2,3,3,0.999666666666667,3.3267599999999997,46.8591986546844,16950.327329848602,33106.7897756449,16.2244753398719,56.4057007126356,16378.5532588406,27256.9304298804,5251.57808467555,5728.59718913353,-3.4191320565365397,-1.88459103706358
3,4,4,0.9995,3.34006,50.41444887066529,18048.9058821743,33106.7897756449,18.173286746443,56.4057007126356,16651.9446045489,27256.9304298804,5267.73466499541,5728.59718913353,-3.34509283124294,-1.88459103706358
4,5,5,0.999333333333333,3.35276,20.7554764833322,19147.4844345,33106.7897756449,20.1220981530142,56.4057007126356,16925.3359502572,27256.9304298804,5283.89124531528,5728.59718913353,-3.27105360594934,-1.88459103706358
5,6,6,0.999166666666667,3.3656099999999998,43.3148461954359,20145.1396500926,33106.7897756449,21.799964622459,56.405700712635706,17086.4354734675,27256.9304298804,5301.11423941013,5728.59718913353,-3.2067449541307096,-1.88459103706358
6,7,7,0.9990000000000001,3.37837,16.9963250663323,21142.7948656852,33106.7897756449,23.477831091903802,56.4057007126356,17247.5349966779,27256.9304298804,5318.33723350497,5728.59718913353,-3.1424363023120896,-1.88459103706358
7,8,8,0.998833333333333,3.3908199999999997,-12.1343960546615,22115.795769483702,33106.7897756449,25.1404342691345,56.405700712635706,17535.5260489122,27256.9304298804,5332.46598939804,5728.59718913353,-3.0782445556049,-1.88459103706358
8,9,9,0.998666666666667,3.40407,-20.5606412869159,23088.7966732821,33106.7897756449,26.8030374463652,56.405700712635706,17823.5171011466,27256.9304298804,5346.5947452911,5728.59718913353,-3.0140528088977003,-1.88459103706358
9,10,10,0.9985,3.41696,-31.559254018463804,23493.0165404283,33106.7897756449,26.620441399878803,56.405700712635706,18524.3564900173,27256.9304298804,5315.71153053206,5728.59718913353,-3.021225724156,-1.88459103706358
10,11,11,0.998333333333333,3.42993,47.125802838754204,23897.236407574503,33106.7897756449,26.4378453533923,56.405700712635706,19225.195878888,27256.9304298804,5284.82831577303,5728.59718913353,-3.0283986394143,-1.88459103706358
11,12,12,0.998166666666667,3.44328,52.8226747895951,23609.942807337997,33106.7897756449,24.5322447604393,56.405700712635706,19139.9748557067,27256.9304298804,5232.04122301775,5728.59718913353,-3.1146664717242905,-1.88459103706358
12,13,1,0.998,3.4563300000000003,49.428324070649296,23322.6492071016,33106.7897756449,22.6266441674863,56.405700712635706,19054.7538325254,27256.9304298804,5179.25413026247,5728.59718913353,-3.2009343040342797,-1.88459103706358
13,14,2,0.997833333333333,3.4688800000000004,60.2959078878777,23033.4497337785,33106.7897756449,20.121083014270603,56.4057007126356,18912.971057708,27256.9304298804,5150.946387306451,5728.59718913353,-3.3370607235453,-1.88459103706358
14,15,3,0.997666666666667,3.48176,48.919754174793795,22744.250260455497,33106.7897756449,17.615521861054898,56.405700712635706,18771.188282890602,27256.9304298804,5122.63864435043,5728.59718913353,-3.47318714305632,-1.88459103706358
15,16,4,0.9975,3.49456,49.6020881918862,23644.6367471048,33106.7897756449,16.334080464309,56.405700712635706,19278.2564113449,27256.9304298804,5100.587540756789,5728.59718913353,-3.56394918939506,-1.88459103706358
16,17,5,0.997333333333333,3.5074199999999998,27.9076723048769,24545.023233754102,33106.7897756449,15.0526390675631,56.405700712635706,19785.324539799298,27256.9304298804,5078.53643716315,5728.59718913353,-3.6547112357338,-1.88459103706358
17,18,6,0.997166666666667,3.52052,6.8279382601068,26414.081481473102,33106.7897756449,16.617758294714,56.405700712635706,20982.2987015726,27256.9304298804,5060.63020897898,5728.59718913353,-3.6163432135477596,-1.88459103706358
18,19,7,0.997,3.5336800000000004,-19.2786528119592,28283.1397291921,33106.7897756449,18.182877521865002,56.405700712635706,22179.272863345897,27256.9304298804,5042.72398079481,5728.59718913353,-3.57797519136172,-1.88459103706358
19,20,8,0.996833333333333,3.5468599999999997,-44.2812865458614,31543.9564029508,33106.7897756449,23.735399121173895,56.4057007126356,24502.752028182997,27256.9304298804,5060.9405503917105,5728.59718913353,-3.3745087153952498,-1.88459103706358
20,21,9,0.996666666666667,3.5599199999999995,-65.85688444455499,34804.7730767096,33106.7897756449,29.287920720482898,56.405700712635706,26826.2311930201,27256.9304298804,5079.15711998862,5728.59718913353,-3.17104223942879,-1.88459103706358
21,22,10,0.9965,3.57305,-46.8857076789874,37525.6192052037,33106.7897756449,36.5440759880045,56.405700712635706,29323.108047964502,27256.9304298804,5105.24704510423,5728.59718913353,-2.89168610612602,-1.88459103706358
22,23,11,0.996333333333333,3.58552,80.5590922252514,40246.4653336978,33106.7897756449,43.800231255526,56.405700712635706,31819.984902908902,27256.9304298804,5131.33697021985,5728.59718913353,-2.6123299728232596,-1.88459103706358
23,24,12,0.996166666666667,3.59864,49.9218493186281,41462.941759158195,33106.7897756449,50.7404909505565,56.405700712635706,33177.1016829169,27256.9304298804,5122.389950457179,5728.59718913353,-2.3114175781798,-1.88459103706358
24,25,1,0.996,3.6114,101.742913323742,42679.4181846187,33106.7897756449,57.680750645587,56.405700712635706,34534.2184629248,27256.9304298804,5113.44293069451,5728.59718913353,-2.0105051835363503,-1.88459103706358
25,26,2,0.995833333333333,3.62417,89.62200876200359,42044.4180906734,33106.7897756449,62.6686223960075,56.405700712635706,34485.4362927522,27256.9304298804,5079.9721824048,5728.59718913353,-1.76272830608114,-1.88459103706358
26,27,3,0.995666666666667,3.63679,230.23653555727,41409.4179967281,33106.7897756449,67.656494146428,56.405700712635706,34436.6541225795,27256.9304298804,5046.50143411509,5728.59718913353,-1.5149514286259198,-1.88459103706358
27,28,4,0.9955,3.65006,124.672002964462,40536.4586084111,33106.7897756449,70.2885065695727,56.405700712635706,34085.9047348638,27256.9304298804,5027.9988448034,5728.59718913353,-1.37711476947969,-1.88459103706358
28,29,5,0.995333333333333,3.6627400000000003,78.6596639314255,39663.499220094105,33106.7897756449,72.9205189927174,56.405700712635706,33735.1553471481,27256.9304298804,5009.49625549171,5728.59718913353,-1.23927811033346,-1.88459103706358
29,30,6,0.995166666666667,3.6756,59.652661529346,38911.7337527875,33106.7897756449,73.7980347445526,56.405700712635706,33331.2068798458,27256.9304298804,5012.894232859079,5728.59718913353,-1.19878847251747,-1.88459103706358
30,31,7,0.995,3.6882699999999997,29.2194320019627,38159.9682854808,33106.7897756449,74.67555049638791,56.405700712635706,32927.2584125435,27256.9304298804,5016.29221022645,5728.59718913353,-1.15829883470148,-1.88459103706358
31,32,8,0.994833333333333,3.70088,15.4502863048347,36839.9353489758,33106.7897756449,73.2783481222217,56.405700712635706,32171.461562495297,27256.9304298804,5021.63229019723,5728.59718913353,-1.20404997432511,-1.88459103706358
32,33,9,0.994666666666667,3.71411,-7.291578414532481,35519.902412470896,33106.7897756449,71.88114574805559,56.405700712635706,31415.664712447004,27256.9304298804,5026.9723701680205,5728.59718913353,-1.24980111394874,-1.88459103706358
33,34,10,0.9945,3.7272199999999995,-18.591282027797,36010.8459805773,33106.7897756449,69.8904182086609,56.405700712635706,31763.890784397798,27256.9304298804,5046.18334460411,5728.59718913353,-1.32157957845353,-1.88459103706358
34,35,11,0.994333333333333,3.7399199999999997,120.403458709871,36501.7895486836,33106.7897756449,67.8996906692662,56.405700712635706,32112.1168563486,27256.9304298804,5065.39431904021,5728.59718913353,-1.39335804295832,-1.88459103706358
