,index,dates,shiftFactor,population,storage_asis,observedInflow,observedInflow_fitted,storage,storage_fitted,outflow,outflow_fitted,waterSupply,waterSupply_fitted,elevation,elevation_fitted
0,1,1,1.0,3.3161099999999997,49.713335310813,20007.3696617786,40725.7364026036,3.88387932320198,66.1463906106374,24180.4175606638,34369.8134972466,4346.498797443,5855.89028331933,-5.33810884191741,-1.5165452413526899
1,2,2,0.998833333333333,3.3161099999999997,50.33502710518621,22726.3528205223,40725.7364026036,9.822773906826251,66.14639061063721,25155.1470983679,34369.8134972468,4481.68804653803,5855.89028331933,-4.86110265903404,-1.5165452413527098
2,3,3,0.997666666666667,3.32919,163.453795161519,25445.335979266,40725.7364026036,15.761668490450498,66.14639061063721,26129.8766360719,34369.8134972468,4616.87729563305,5855.89028331933,-4.38409647615067,-1.5165452413527098
3,4,4,0.9965,3.3428400000000003,48.44738037597379,28498.4640928573,40725.7364026036,22.3693931374219,66.14639061063721,27503.2577330742,34369.8134972468,4728.1587003390005,5855.89028331933,-3.9360476563975095,-1.5165452413527098
4,5,5,0.995333333333333,3.35606,19.6831195265342,31551.592206448502,40725.7364026036,28.9771177843933,66.14639061063721,28876.6388300764,34369.8134972468,4839.44010504494,5855.89028331933,-3.4879988366443504,-1.5165452413527098
5,6,6,0.994166666666667,3.3691400000000002,-5.17067468571645,34736.102131666805,40725.7364026036,36.050581852505104,66.14639061063721,30544.4384076068,34369.8134972468,4926.02137921308,5855.89028331933,-3.08411211712807,-1.5165452413527098
6,7,7,0.993,3.38197,-20.4546553906128,37920.6120568852,40725.7364026036,43.1240459206168,66.14639061063721,32212.237985137202,34369.8134972468,5012.60265338122,5855.89028331933,-2.68022539761179,-1.5165452413527098
7,8,8,0.991833333333333,3.39505,-11.4551805084097,40643.8453960108,40725.7364026036,49.9733157078279,66.14639061063721,33764.5695648344,34369.8134972468,5101.4505765149,5855.89028331933,-2.3084726037036,-1.5165452413527098
8,9,9,0.990666666666667,3.40825,-11.328260715697501,43367.0787351365,40725.7364026036,56.82258549503899,66.14639061063721,35316.9011445315,34369.8134972468,5190.29849964857,5855.89028331933,-1.9367198097954101,-1.5165452413527098
9,10,10,0.9895,3.4213699999999996,-10.818221032121,44741.838168599694,40725.7364026036,62.9590092754101,66.14639061063721,36750.560884531,34369.8134972468,5225.209074789071,5855.89028331933,-1.67155139136578,-1.5165452413527098
10,11,11,0.988333333333333,3.43462,86.42422285121158,46116.5976020629,40725.7364026036,69.0954330557812,66.14639061063721,38184.2206245304,34369.8134972468,5260.11964992957,5855.89028331933,-1.4063829729361599,-1.5165452413527098
